,Ball 0,,,,,Ball 1,,,,,
,m:,10,,,,m:,10,,,,
,r:,1,,,,r:,1,,,,
,k:,900,,,,k:,900,,,,
,rot: ,true,,,,,,,,,
,u_k: ,0.5,,,,,,,,,
t,s_x,s_y,v_x,v_y,w,s_x,s_y,v_x,v_y,w,
1.824,0.596725,0,-1.85992e-006,0,0,6.97528,0,3,0,0,
1.825,0.596725,0,-1.85992e-006,0,0,6.97828,0,3,0,0,
1.826,0.596725,0,-1.85992e-006,0,0,6.98128,0,3,0,0,
1.827,0.596725,0,-1.85992e-006,0,0,6.98428,0,3,0,0,
1.828,0.596725,0,-1.85992e-006,0,0,6.98728,0,3,0,0,
1.829,0.596725,0,-1.85992e-006,0,0,6.99028,0,3,0,0,
1.83,0.596725,0,-1.85992e-006,0,0,6.99328,0,3,0,0,
1.831,0.596725,0,-1.85992e-006,0,0,6.99628,0,3,0,0,
1.832,0.596725,0,-1.85992e-006,0,0,6.99928,0,3,0,0,
1.833,0.596725,0,-1.85992e-006,0,0,7.00228,0,3,0,0,
1.834,0.596725,0,-1.85992e-006,0,0,7.00528,0,3,0,0,
1.835,0.596725,0,-1.85992e-006,0,0,7.00828,0,3,0,0,
1.836,0.596725,0,-1.85992e-006,0,0,7.01128,0,3,0,0,
1.837,0.596725,0,-1.85992e-006,0,0,7.01428,0,3,0,0,
1.838,0.596725,0,-1.85992e-006,0,0,7.01728,0,3,0,0,
1.839,0.596725,0,-1.85992e-006,0,0,7.02028,0,3,0,0,
1.84,0.596725,0,-1.85992e-006,0,0,7.02328,0,3,0,0,
1.841,0.596725,0,-1.85992e-006,0,0,7.02628,0,3,0,0,
1.842,0.596725,0,-1.85992e-006,0,0,7.02928,0,3,0,0,
1.843,0.596725,0,-1.85992e-006,0,0,7.03228,0,3,0,0,
1.844,0.596725,0,-1.85992e-006,0,0,7.03528,0,3,0,0,
1.845,0.596725,0,-1.85992e-006,0,0,7.03828,0,3,0,0,
1.846,0.596725,0,-1.85992e-006,0,0,7.04128,0,3,0,0,
1.847,0.596725,0,-1.85992e-006,0,0,7.04428,0,3,0,0,
1.848,0.596725,0,-1.85992e-006,0,0,7.04728,0,3,0,0,
1.849,0.596725,0,-1.85992e-006,0,0,7.05028,0,3,0,0,
1.85,0.596725,0,-1.85992e-006,0,0,7.05328,0,3,0,0,
1.851,0.596725,0,-1.85992e-006,0,0,7.05628,0,3,0,0,
1.852,0.596725,0,-1.85992e-006,0,0,7.05928,0,3,0,0,
1.853,0.596725,0,-1.85992e-006,0,0,7.06228,0,3,0,0,
1.854,0.596725,0,-1.85992e-006,0,0,7.06528,0,3,0,0,
1.855,0.596725,0,-1.85992e-006,0,0,7.06828,0,3,0,0,
1.856,0.596725,0,-1.85992e-006,0,0,7.07128,0,3,0,0,
1.857,0.596725,0,-1.85992e-006,0,0,7.07428,0,3,0,0,
1.858,0.596725,0,-1.85992e-006,0,0,7.07728,0,3,0,0,
1.859,0.596725,0,-1.85992e-006,0,0,7.08028,0,3,0,0,
1.86,0.596725,0,-1.85992e-006,0,0,7.08328,0,3,0,0,
1.861,0.596725,0,-1.85992e-006,0,0,7.08628,0,3,0,0,
1.862,0.596725,0,-1.85992e-006,0,0,7.08928,0,3,0,0,
1.863,0.596725,0,-1.85992e-006,0,0,7.09228,0,3,0,0,
1.864,0.596725,0,-1.85992e-006,0,0,7.09528,0,3,0,0,
1.865,0.596725,0,-1.85992e-006,0,0,7.09828,0,3,0,0,
1.866,0.596725,0,-1.85992e-006,0,0,7.10128,0,3,0,0,
1.867,0.596725,0,-1.85992e-006,0,0,7.10428,0,3,0,0,
1.868,0.596725,0,-1.85992e-006,0,0,7.10728,0,3,0,0,
1.869,0.596725,0,-1.85992e-006,0,0,7.11028,0,3,0,0,
1.87,0.596725,0,-1.85992e-006,0,0,7.11328,0,3,0,0,
1.871,0.596725,0,-1.85992e-006,0,0,7.11628,0,3,0,0,
1.872,0.596725,0,-1.85992e-006,0,0,7.11928,0,3,0,0,
1.873,0.596725,0,-1.85992e-006,0,0,7.12228,0,3,0,0,
1.874,0.596725,0,-1.85992e-006,0,0,7.12528,0,3,0,0,
1.875,0.596725,0,-1.85992e-006,0,0,7.12828,0,3,0,0,
1.876,0.596725,0,-1.85992e-006,0,0,7.13128,0,3,0,0,
1.877,0.596725,0,-1.85992e-006,0,0,7.13428,0,3,0,0,
1.878,0.596725,0,-1.85992e-006,0,0,7.13728,0,3,0,0,
1.879,0.596725,0,-1.85992e-006,0,0,7.14028,0,3,0,0,
1.88,0.596725,0,-1.85992e-006,0,0,7.14328,0,3,0,0,
1.881,0.596725,0,-1.85992e-006,0,0,7.14628,0,3,0,0,
1.882,0.596725,0,-1.85992e-006,0,0,7.14928,0,3,0,0,
1.883,0.596725,0,-1.85992e-006,0,0,7.15228,0,3,0,0,
1.884,0.596725,0,-1.85992e-006,0,0,7.15528,0,3,0,0,
1.885,0.596725,0,-1.85992e-006,0,0,7.15828,0,3,0,0,
1.886,0.596725,0,-1.85992e-006,0,0,7.16128,0,3,0,0,
1.887,0.596725,0,-1.85992e-006,0,0,7.16428,0,3,0,0,
1.888,0.596725,0,-1.85992e-006,0,0,7.16728,0,3,0,0,
1.889,0.596725,0,-1.85992e-006,0,0,7.17028,0,3,0,0,
1.89,0.596725,0,-1.85992e-006,0,0,7.17328,0,3,0,0,
1.891,0.596725,0,-1.85992e-006,0,0,7.17628,0,3,0,0,
1.892,0.596725,0,-1.85992e-006,0,0,7.17928,0,3,0,0,
1.893,0.596725,0,-1.85992e-006,0,0,7.18228,0,3,0,0,
1.894,0.596725,0,-1.85992e-006,0,0,7.18528,0,3,0,0,
1.895,0.596725,0,-1.85992e-006,0,0,7.18828,0,3,0,0,
1.896,0.596725,0,-1.85992e-006,0,0,7.19128,0,3,0,0,
1.897,0.596725,0,-1.85992e-006,0,0,7.19428,0,3,0,0,
1.898,0.596725,0,-1.85992e-006,0,0,7.19728,0,3,0,0,
1.899,0.596725,0,-1.85992e-006,0,0,7.20028,0,3,0,0,
1.9,0.596725,0,-1.85992e-006,0,0,7.20328,0,3,0,0,
1.901,0.596725,0,-1.85992e-006,0,0,7.20628,0,3,0,0,
1.902,0.596725,0,-1.85992e-006,0,0,7.20928,0,3,0,0,
1.903,0.596725,0,-1.85992e-006,0,0,7.21228,0,3,0,0,
1.904,0.596725,0,-1.85992e-006,0,0,7.21528,0,3,0,0,
1.905,0.596725,0,-1.85992e-006,0,0,7.21828,0,3,0,0,
1.906,0.596725,0,-1.85992e-006,0,0,7.22128,0,3,0,0,
1.907,0.596725,0,-1.85992e-006,0,0,7.22428,0,3,0,0,
1.908,0.596725,0,-1.85992e-006,0,0,7.22728,0,3,0,0,
1.909,0.596725,0,-1.85992e-006,0,0,7.23028,0,3,0,0,
1.91,0.596725,0,-1.85992e-006,0,0,7.23328,0,3,0,0,
1.911,0.596725,0,-1.85992e-006,0,0,7.23628,0,3,0,0,
1.912,0.596725,0,-1.85992e-006,0,0,7.23928,0,3,0,0,
1.913,0.596725,0,-1.85992e-006,0,0,7.24228,0,3,0,0,
1.914,0.596725,0,-1.85992e-006,0,0,7.24528,0,3,0,0,
1.915,0.596725,0,-1.85992e-006,0,0,7.24828,0,3,0,0,
1.916,0.596725,0,-1.85992e-006,0,0,7.25128,0,3,0,0,
1.917,0.596725,0,-1.85992e-006,0,0,7.25428,0,3,0,0,
1.918,0.596725,0,-1.85992e-006,0,0,7.25728,0,3,0,0,
1.919,0.596725,0,-1.85992e-006,0,0,7.26028,0,3,0,0,
1.92,0.596725,0,-1.85992e-006,0,0,7.26328,0,3,0,0,
1.921,0.596725,0,-1.85992e-006,0,0,7.26628,0,3,0,0,
1.922,0.596725,0,-1.85992e-006,0,0,7.26928,0,3,0,0,
1.923,0.596725,0,-1.85992e-006,0,0,7.27228,0,3,0,0,
1.924,0.596725,0,-1.85992e-006,0,0,7.27528,0,3,0,0,
1.925,0.596725,0,-1.85992e-006,0,0,7.27828,0,3,0,0,
1.926,0.596725,0,-1.85992e-006,0,0,7.28128,0,3,0,0,
1.927,0.596725,0,-1.85992e-006,0,0,7.28428,0,3,0,0,
1.928,0.596725,0,-1.85992e-006,0,0,7.28728,0,3,0,0,
1.929,0.596725,0,-1.85992e-006,0,0,7.29028,0,3,0,0,
1.93,0.596725,0,-1.85992e-006,0,0,7.29328,0,3,0,0,
1.931,0.596725,0,-1.85992e-006,0,0,7.29628,0,3,0,0,
1.932,0.596725,0,-1.85992e-006,0,0,7.29928,0,3,0,0,
1.933,0.596725,0,-1.85992e-006,0,0,7.30228,0,3,0,0,
1.934,0.596725,0,-1.85992e-006,0,0,7.30528,0,3,0,0,
1.935,0.596725,0,-1.85992e-006,0,0,7.30828,0,3,0,0,
1.936,0.596725,0,-1.85992e-006,0,0,7.31128,0,3,0,0,
1.937,0.596725,0,-1.85992e-006,0,0,7.31428,0,3,0,0,
1.938,0.596725,0,-1.85992e-006,0,0,7.31728,0,3,0,0,
1.939,0.596725,0,-1.85992e-006,0,0,7.32028,0,3,0,0,
1.94,0.596725,0,-1.85992e-006,0,0,7.32328,0,3,0,0,
1.941,0.596725,0,-1.85992e-006,0,0,7.32628,0,3,0,0,
1.942,0.596725,0,-1.85992e-006,0,0,7.32928,0,3,0,0,
1.943,0.596725,0,-1.85992e-006,0,0,7.33228,0,3,0,0,
1.944,0.596725,0,-1.85992e-006,0,0,7.33528,0,3,0,0,
1.945,0.596725,0,-1.85992e-006,0,0,7.33828,0,3,0,0,
1.946,0.596725,0,-1.85992e-006,0,0,7.34128,0,3,0,0,
1.947,0.596725,0,-1.85992e-006,0,0,7.34428,0,3,0,0,
1.948,0.596725,0,-1.85992e-006,0,0,7.34728,0,3,0,0,
1.949,0.596725,0,-1.85992e-006,0,0,7.35028,0,3,0,0,
1.95,0.596725,0,-1.85992e-006,0,0,7.35328,0,3,0,0,
1.951,0.596725,0,-1.85992e-006,0,0,7.35628,0,3,0,0,
1.952,0.596725,0,-1.85992e-006,0,0,7.35928,0,3,0,0,
1.953,0.596725,0,-1.85992e-006,0,0,7.36228,0,3,0,0,
1.954,0.596725,0,-1.85992e-006,0,0,7.36528,0,3,0,0,
1.955,0.596725,0,-1.85992e-006,0,0,7.36828,0,3,0,0,
1.956,0.596725,0,-1.85992e-006,0,0,7.37128,0,3,0,0,
1.957,0.596725,0,-1.85992e-006,0,0,7.37428,0,3,0,0,
1.958,0.596725,0,-1.85992e-006,0,0,7.37728,0,3,0,0,
1.959,0.596725,0,-1.85992e-006,0,0,7.38028,0,3,0,0,
1.96,0.596725,0,-1.85992e-006,0,0,7.38328,0,3,0,0,
1.961,0.596725,0,-1.85992e-006,0,0,7.38628,0,3,0,0,
1.962,0.596725,0,-1.85992e-006,0,0,7.38928,0,3,0,0,
1.963,0.596725,0,-1.85992e-006,0,0,7.39228,0,3,0,0,
1.964,0.596725,0,-1.85992e-006,0,0,7.39528,0,3,0,0,
1.965,0.596725,0,-1.85992e-006,0,0,7.39828,0,3,0,0,
1.966,0.596725,0,-1.85992e-006,0,0,7.40128,0,3,0,0,
1.967,0.596725,0,-1.85992e-006,0,0,7.40428,0,3,0,0,
1.968,0.596725,0,-1.85992e-006,0,0,7.40728,0,3,0,0,
1.969,0.596725,0,-1.85992e-006,0,0,7.41028,0,3,0,0,
1.97,0.596725,0,-1.85992e-006,0,0,7.41328,0,3,0,0,
1.971,0.596725,0,-1.85992e-006,0,0,7.41628,0,3,0,0,
1.972,0.596725,0,-1.85992e-006,0,0,7.41928,0,3,0,0,
1.973,0.596725,0,-1.85992e-006,0,0,7.42228,0,3,0,0,
1.974,0.596725,0,-1.85992e-006,0,0,7.42528,0,3,0,0,
1.975,0.596725,0,-1.85992e-006,0,0,7.42828,0,3,0,0,
1.976,0.596725,0,-1.85992e-006,0,0,7.43128,0,3,0,0,
1.977,0.596725,0,-1.85992e-006,0,0,7.43428,0,3,0,0,
1.978,0.596725,0,-1.85992e-006,0,0,7.43728,0,3,0,0,
1.979,0.596725,0,-1.85992e-006,0,0,7.44028,0,3,0,0,
1.98,0.596725,0,-1.85992e-006,0,0,7.44328,0,3,0,0,
1.981,0.596725,0,-1.85992e-006,0,0,7.44628,0,3,0,0,
1.982,0.596725,0,-1.85992e-006,0,0,7.44928,0,3,0,0,
1.983,0.596725,0,-1.85992e-006,0,0,7.45228,0,3,0,0,
1.984,0.596725,0,-1.85992e-006,0,0,7.45528,0,3,0,0,
1.985,0.596725,0,-1.85992e-006,0,0,7.45828,0,3,0,0,
1.986,0.596725,0,-1.85992e-006,0,0,7.46128,0,3,0,0,
1.987,0.596725,0,-1.85992e-006,0,0,7.46428,0,3,0,0,
1.988,0.596725,0,-1.85992e-006,0,0,7.46728,0,3,0,0,
1.989,0.596725,0,-1.85992e-006,0,0,7.47028,0,3,0,0,
1.99,0.596725,0,-1.85992e-006,0,0,7.47328,0,3,0,0,
1.991,0.596725,0,-1.85992e-006,0,0,7.47628,0,3,0,0,
1.992,0.596725,0,-1.85992e-006,0,0,7.47928,0,3,0,0,
1.993,0.596725,0,-1.85992e-006,0,0,7.48228,0,3,0,0,
1.994,0.596725,0,-1.85992e-006,0,0,7.48528,0,3,0,0,
1.995,0.596725,0,-1.85992e-006,0,0,7.48828,0,3,0,0,
1.996,0.596725,0,-1.85992e-006,0,0,7.49128,0,3,0,0,
1.997,0.596725,0,-1.85992e-006,0,0,7.49428,0,3,0,0,
1.998,0.596725,0,-1.85992e-006,0,0,7.49728,0,3,0,0,
1.999,0.596725,0,-1.85992e-006,0,0,7.50028,0,3,0,0,
2,0.596725,0,-1.85992e-006,0,0,7.50328,0,3,0,0,
2.001,0.596725,0,-1.85992e-006,0,0,7.50628,0,3,0,0,
