,Ball 0,,,,Ball 1,,,,
,m:,1,,,m:,1,,,
,r:,1,,,r:,1,,,
,k:,980,,,k:,980,,,
,rot: ,false,,,,,,,
,u_k: ,0.5,,,,,,,
t,s_x,v_x,theta,w,s_x,v_x,theta,w,
0.2194,1.09407,4.55742,0,0,3.00293,0.442579,0,0,
0.2196,1.09498,4.54849,0,0,3.00302,0.451511,0,0,
0.2198,1.09589,4.53948,0,0,3.00311,0.460524,0,0,
0.22,1.0968,4.53038,0,0,3.0032,0.469616,0,0,
0.2202,1.0977,4.52121,0,0,3.0033,0.478789,0,0,
0.2204,1.0986,4.51196,0,0,3.0034,0.48804,0,0,
0.2206,1.0995,4.50263,0,0,3.0035,0.49737,0,0,
0.2208,1.1004,4.49322,0,0,3.0036,0.506779,0,0,
0.221,1.1013,4.48373,0,0,3.0037,0.516266,0,0,
0.2212,1.10219,4.47417,0,0,3.00381,0.525831,0,0,
0.2214,1.10309,4.46453,0,0,3.00391,0.535473,0,0,
0.2216,1.10398,4.45481,0,0,3.00402,0.545192,0,0,
0.2218,1.10487,4.44501,0,0,3.00413,0.554988,0,0,
0.222,1.10575,4.43514,0,0,3.00425,0.56486,0,0,
0.2222,1.10664,4.42519,0,0,3.00436,0.574808,0,0,
0.2224,1.10752,4.41517,0,0,3.00448,0.584831,0,0,
0.2226,1.1084,4.40507,0,0,3.0046,0.594929,0,0,
0.2228,1.10928,4.3949,0,0,3.00472,0.605103,0,0,
0.223,1.11016,4.38465,0,0,3.00484,0.61535,0,0,
0.2232,1.11103,4.37433,0,0,3.00497,0.625671,0,0,
0.2234,1.11191,4.36393,0,0,3.00509,0.636066,0,0,
0.2236,1.11278,4.35347,0,0,3.00522,0.646534,0,0,
0.2238,1.11365,4.34293,0,0,3.00535,0.657074,0,0,
0.224,1.11451,4.33231,0,0,3.00549,0.667687,0,0,
0.2242,1.11538,4.32163,0,0,3.00562,0.678371,0,0,
0.2244,1.11624,4.31087,0,0,3.00576,0.689127,0,0,
0.2246,1.1171,4.30005,0,0,3.0059,0.699954,0,0,
0.2248,1.11796,4.28915,0,0,3.00604,0.710851,0,0,
0.225,1.11881,4.27818,0,0,3.00619,0.721819,0,0,
0.2252,1.11967,4.26714,0,0,3.00633,0.732856,0,0,
0.2254,1.12052,4.25604,0,0,3.00648,0.743963,0,0,
0.2256,1.12137,4.24486,0,0,3.00663,0.755138,0,0,
0.2258,1.12221,4.23362,0,0,3.00679,0.766382,0,0,
0.226,1.12306,4.22231,0,0,3.00694,0.777694,0,0,
0.2262,1.1239,4.21093,0,0,3.0071,0.789073,0,0,
0.2264,1.12474,4.19948,0,0,3.00726,0.800519,0,0,
0.2266,1.12558,4.18797,0,0,3.00742,0.812032,0,0,
0.2268,1.12641,4.17639,0,0,3.00759,0.823612,0,0,
0.227,1.12725,4.16474,0,0,3.00775,0.835256,0,0,
0.2272,1.12808,4.15303,0,0,3.00792,0.846966,0,0,
0.2274,1.1289,4.14126,0,0,3.0081,0.858741,0,0,
0.2276,1.12973,4.12942,0,0,3.00827,0.870581,0,0,
0.2278,1.13055,4.11752,0,0,3.00845,0.882484,0,0,
0.228,1.13137,4.10555,0,0,3.00863,0.89445,0,0,
0.2282,1.13219,4.09352,0,0,3.00881,0.90648,0,0,
0.2284,1.13301,4.08143,0,0,3.00899,0.918572,0,0,
0.2286,1.13382,4.06927,0,0,3.00918,0.930726,0,0,
0.2288,1.13464,4.05706,0,0,3.00936,0.942941,0,0,
0.229,1.13544,4.04478,0,0,3.00956,0.955217,0,0,
0.2292,1.13625,4.03245,0,0,3.00975,0.967554,0,0,
0.2294,1.13705,4.02005,0,0,3.00995,0.979952,0,0,
0.2296,1.13786,4.00759,0,0,3.01014,0.992408,0,0,
0.2298,1.13866,3.99508,0,0,3.01034,1.00492,0,0,
0.23,1.13945,3.9825,0,0,3.01055,1.0175,0,0,
0.2302,1.14025,3.96987,0,0,3.01075,1.03013,0,0,
0.2304,1.14104,3.95718,0,0,3.01096,1.04282,0,0,
0.2306,1.14183,3.94443,0,0,3.01117,1.05557,0,0,
0.2308,1.14261,3.93163,0,0,3.01139,1.06837,0,0,
0.231,1.1434,3.91877,0,0,3.0116,1.08123,0,0,
0.2312,1.14418,3.90585,0,0,3.01182,1.09415,0,0,
0.2314,1.14496,3.89288,0,0,3.01204,1.10712,0,0,
0.2316,1.14573,3.87986,0,0,3.01227,1.12014,0,0,
0.2318,1.1465,3.86678,0,0,3.0125,1.13322,0,0,
0.232,1.14728,3.85364,0,0,3.01272,1.14636,0,0,
0.2322,1.14804,3.84046,0,0,3.01296,1.15954,0,0,
0.2324,1.14881,3.82722,0,0,3.01319,1.17278,0,0,
0.2326,1.14957,3.81393,0,0,3.01343,1.18607,0,0,
0.2328,1.15033,3.80059,0,0,3.01367,1.19941,0,0,
0.233,1.15109,3.78719,0,0,3.01391,1.21281,0,0,
0.2332,1.15184,3.77375,0,0,3.01416,1.22625,0,0,
0.2334,1.1526,3.76026,0,0,3.0144,1.23974,0,0,
0.2336,1.15335,3.74671,0,0,3.01465,1.25329,0,0,
0.2338,1.15409,3.73312,0,0,3.01491,1.26688,0,0,
0.234,1.15484,3.71948,0,0,3.01516,1.28052,0,0,
0.2342,1.15558,3.70579,0,0,3.01542,1.29421,0,0,
0.2344,1.15632,3.69206,0,0,3.01568,1.30794,0,0,
0.2346,1.15705,3.67828,0,0,3.01595,1.32172,0,0,
0.2348,1.15778,3.66445,0,0,3.01622,1.33555,0,0,
0.235,1.15851,3.65058,0,0,3.01649,1.34942,0,0,
0.2352,1.15924,3.63666,0,0,3.01676,1.36334,0,0,
0.2354,1.15997,3.62269,0,0,3.01703,1.37731,0,0,
0.2356,1.16069,3.60869,0,0,3.01731,1.39131,0,0,
0.2358,1.16141,3.59463,0,0,3.01759,1.40537,0,0,
0.236,1.16212,3.58054,0,0,3.01788,1.41946,0,0,
0.2362,1.16284,3.5664,0,0,3.01816,1.4336,0,0,
0.2364,1.16355,3.55223,0,0,3.01845,1.44777,0,0,
0.2366,1.16425,3.53801,0,0,3.01875,1.46199,0,0,
0.2368,1.16496,3.52375,0,0,3.01904,1.47625,0,0,
0.237,1.16566,3.50945,0,0,3.01934,1.49055,0,0,
0.2372,1.16636,3.49511,0,0,3.01964,1.50489,0,0,
0.2374,1.16706,3.48073,0,0,3.01994,1.51927,0,0,
0.2376,1.16775,3.46631,0,0,3.02025,1.53369,0,0,
0.2378,1.16844,3.45186,0,0,3.02056,1.54814,0,0,
0.238,1.16913,3.43737,0,0,3.02087,1.56263,0,0,
0.2382,1.16981,3.42284,0,0,3.02119,1.57716,0,0,
0.2384,1.17049,3.40827,0,0,3.02151,1.59173,0,0,
0.2386,1.17117,3.39367,0,0,3.02183,1.60633,0,0,
0.2388,1.17185,3.37903,0,0,3.02215,1.62097,0,0,
0.239,1.17252,3.36436,0,0,3.02248,1.63564,0,0,
0.2392,1.17319,3.34966,0,0,3.02281,1.65034,0,0,
0.2394,1.17386,3.33492,0,0,3.02314,1.66508,0,0,
0.2396,1.17452,3.32015,0,0,3.02348,1.67985,0,0,
0.2398,1.17518,3.30535,0,0,3.02382,1.69465,0,0,
0.24,1.17584,3.29052,0,0,3.02416,1.70948,0,0,
0.2402,1.1765,3.27565,0,0,3.0245,1.72435,0,0,
0.2404,1.17715,3.26076,0,0,3.02485,1.73924,0,0,
0.2406,1.1778,3.24583,0,0,3.0252,1.75417,0,0,
0.2408,1.17844,3.23088,0,0,3.02556,1.76912,0,0,
0.241,1.17909,3.21589,0,0,3.02591,1.78411,0,0,
0.2412,1.17973,3.20088,0,0,3.02627,1.79912,0,0,
0.2414,1.18036,3.18584,0,0,3.02664,1.81416,0,0,
0.2416,1.181,3.17078,0,0,3.027,1.82922,0,0,
0.2418,1.18163,3.15569,0,0,3.02737,1.84431,0,0,
0.242,1.18226,3.14057,0,0,3.02774,1.85943,0,0,
0.2422,1.18288,3.12543,0,0,3.02812,1.87457,0,0,
0.2424,1.1835,3.11026,0,0,3.0285,1.88974,0,0,
0.2426,1.18412,3.09507,0,0,3.02888,1.90493,0,0,
0.2428,1.18474,3.07986,0,0,3.02926,1.92014,0,0,
0.243,1.18535,3.06462,0,0,3.02965,1.93538,0,0,
0.2432,1.18596,3.04936,0,0,3.03004,1.95064,0,0,
0.2434,1.18657,3.03408,0,0,3.03043,1.96592,0,0,
0.2436,1.18717,3.01878,0,0,3.03083,1.98122,0,0,
0.2438,1.18777,3.00346,0,0,3.03123,1.99654,0,0,
0.244,1.18837,2.98811,0,0,3.03163,2.01189,0,0,
0.2442,1.18897,2.97275,0,0,3.03203,2.02725,0,0,
0.2444,1.18956,2.95737,0,0,3.03244,2.04263,0,0,
0.2446,1.19015,2.94198,0,0,3.03285,2.05802,0,0,
0.2448,1.19073,2.92656,0,0,3.03327,2.07344,0,0,
0.245,1.19131,2.91113,0,0,3.03369,2.08887,0,0,
0.2452,1.19189,2.89568,0,0,3.03411,2.10432,0,0,
0.2454,1.19247,2.88022,0,0,3.03453,2.11978,0,0,
0.2456,1.19304,2.86474,0,0,3.03496,2.13526,0,0,
0.2458,1.19361,2.84925,0,0,3.03539,2.15075,0,0,
0.246,1.19418,2.83374,0,0,3.03582,2.16626,0,0,
0.2462,1.19474,2.81823,0,0,3.03626,2.18177,0,0,
0.2464,1.1953,2.80269,0,0,3.0367,2.19731,0,0,
0.2466,1.19586,2.78715,0,0,3.03714,2.21285,0,0,
0.2468,1.19641,2.7716,0,0,3.03759,2.2284,0,0,
0.247,1.19697,2.75603,0,0,3.03803,2.24397,0,0,
0.2472,1.19751,2.74046,0,0,3.03849,2.25954,0,0,
0.2474,1.19806,2.72487,0,0,3.03894,2.27513,0,0,
0.2476,1.1986,2.70928,0,0,3.0394,2.29072,0,0,
0.2478,1.19914,2.69368,0,0,3.03986,2.30632,0,0,
0.248,1.19967,2.67807,0,0,3.04033,2.32193,0,0,
0.2482,1.20021,2.66245,0,0,3.04079,2.33755,0,0,
0.2484,1.20074,2.64683,0,0,3.04126,2.35317,0,0,
0.2486,1.20126,2.6312,0,0,3.04174,2.3688,0,0,
0.2488,1.20179,2.61557,0,0,3.04221,2.38443,0,0,
0.249,1.20231,2.59993,0,0,3.04269,2.40007,0,0,
0.2492,1.20282,2.58429,0,0,3.04318,2.41571,0,0,
0.2494,1.20334,2.56864,0,0,3.04366,2.43136,0,0,
0.2496,1.20385,2.55299,0,0,3.04415,2.44701,0,0,
0.2498,1.20435,2.53734,0,0,3.04465,2.46266,0,0,
0.25,1.20486,2.52169,0,0,3.04514,2.47831,0,0,
0.2502,1.20536,2.50604,0,0,3.04564,2.49396,0,0,
0.2504,1.20586,2.49039,0,0,3.04614,2.50961,0,0,
0.2506,1.20635,2.47473,0,0,3.04665,2.52527,0,0,
0.2508,1.20684,2.45908,0,0,3.04716,2.54092,0,0,
0.251,1.20733,2.44343,0,0,3.04767,2.55657,0,0,
0.2512,1.20782,2.42779,0,0,3.04818,2.57221,0,0,
0.2514,1.2083,2.41214,0,0,3.0487,2.58786,0,0,
0.2516,1.20878,2.3965,0,0,3.04922,2.6035,0,0,
0.2518,1.20926,2.38086,0,0,3.04974,2.61914,0,0,
0.252,1.20973,2.36523,0,0,3.05027,2.63477,0,0,
0.2522,1.2102,2.3496,0,0,3.0508,2.6504,0,0,
0.2524,1.21067,2.33398,0,0,3.05133,2.66602,0,0,
0.2526,1.21113,2.31837,0,0,3.05187,2.68163,0,0,
0.2528,1.21159,2.30276,0,0,3.05241,2.69724,0,0,
0.253,1.21205,2.28716,0,0,3.05295,2.71284,0,0,
0.2532,1.2125,2.27157,0,0,3.0535,2.72843,0,0,
0.2534,1.21295,2.25599,0,0,3.05405,2.74401,0,0,
0.2536,1.2134,2.24041,0,0,3.0546,2.75959,0,0,
0.2538,1.21385,2.22485,0,0,3.05515,2.77515,0,0,
0.254,1.21429,2.2093,0,0,3.05571,2.7907,0,0,
0.2542,1.21473,2.19376,0,0,3.05627,2.80624,0,0,
0.2544,1.21516,2.17823,0,0,3.05684,2.82177,0,0,
0.2546,1.2156,2.16271,0,0,3.0574,2.83729,0,0,
0.2548,1.21603,2.14721,0,0,3.05797,2.85279,0,0,
0.255,1.21645,2.13172,0,0,3.05855,2.86828,0,0,
0.2552,1.21687,2.11625,0,0,3.05913,2.88375,0,0,
0.2554,1.21729,2.10079,0,0,3.05971,2.89921,0,0,
0.2556,1.21771,2.08534,0,0,3.06029,2.91466,0,0,
0.2558,1.21813,2.06992,0,0,3.06087,2.93008,0,0,
0.256,1.21854,2.05451,0,0,3.06146,2.94549,0,0,
0.2562,1.21894,2.03911,0,0,3.06206,2.96089,0,0,
0.2564,1.21935,2.02374,0,0,3.06265,2.97626,0,0,
0.2566,1.21975,2.00838,0,0,3.06325,2.99162,0,0,
0.2568,1.22015,1.99304,0,0,3.06385,3.00696,0,0,
0.257,1.22055,1.97773,0,0,3.06445,3.02227,0,0,
0.2572,1.22094,1.96243,0,0,3.06506,3.03757,0,0,
0.2574,1.22133,1.94715,0,0,3.06567,3.05285,0,0,
0.2576,1.22171,1.9319,0,0,3.06629,3.0681,0,0,
0.2578,1.2221,1.91667,0,0,3.0669,3.08333,0,0,
0.258,1.22248,1.90146,0,0,3.06752,3.09854,0,0,
0.2582,1.22285,1.88627,0,0,3.06815,3.11373,0,0,
0.2584,1.22323,1.87111,0,0,3.06877,3.12889,0,0,
0.2586,1.2236,1.85598,0,0,3.0694,3.14402,0,0,
0.2588,1.22397,1.84086,0,0,3.07003,3.15914,0,0,
0.259,1.22433,1.82578,0,0,3.07067,3.17422,0,0,
0.2592,1.2247,1.81072,0,0,3.0713,3.18928,0,0,
0.2594,1.22505,1.79569,0,0,3.07195,3.20431,0,0,
0.2596,1.22541,1.78068,0,0,3.07259,3.21932,0,0,
0.2598,1.22576,1.76571,0,0,3.07324,3.23429,0,0,
0.26,1.22611,1.75076,0,0,3.07389,3.24924,0,0,
0.2602,1.22646,1.73584,0,0,3.07454,3.26416,0,0,
0.2604,1.22681,1.72095,0,0,3.07519,3.27905,0,0,
0.2606,1.22715,1.70609,0,0,3.07585,3.29391,0,0,
0.2608,1.22748,1.69127,0,0,3.07652,3.30873,0,0,
0.261,1.22782,1.67647,0,0,3.07718,3.32353,0,0,
0.2612,1.22815,1.66171,0,0,3.07785,3.33829,0,0,
0.2614,1.22848,1.64698,0,0,3.07852,3.35302,0,0,
0.2616,1.22881,1.63228,0,0,3.07919,3.36772,0,0,
0.2618,1.22913,1.61762,0,0,3.07987,3.38238,0,0,
0.262,1.22945,1.60299,0,0,3.08055,3.39701,0,0,
0.2622,1.22977,1.5884,0,0,3.08123,3.4116,0,0,
0.2624,1.23008,1.57384,0,0,3.08192,3.42616,0,0,
0.2626,1.2304,1.55932,0,0,3.0826,3.44068,0,0,
0.2628,1.23071,1.54484,0,0,3.08329,3.45516,0,0,
0.263,1.23101,1.53039,0,0,3.08399,3.46961,0,0,
0.2632,1.23131,1.51598,0,0,3.08469,3.48402,0,0,
0.2634,1.23162,1.50161,0,0,3.08538,3.49839,0,0,
0.2636,1.23191,1.48728,0,0,3.08609,3.51272,0,0,
0.2638,1.23221,1.47299,0,0,3.08679,3.52701,0,0,
0.264,1.2325,1.45874,0,0,3.0875,3.54126,0,0,
0.2642,1.23279,1.44453,0,0,3.08821,3.55547,0,0,
0.2644,1.23307,1.43036,0,0,3.08893,3.56964,0,0,
0.2646,1.23336,1.41624,0,0,3.08964,3.58376,0,0,
0.2648,1.23364,1.40215,0,0,3.09036,3.59785,0,0,
0.265,1.23392,1.38811,0,0,3.09108,3.61189,0,0,
0.2652,1.23419,1.37411,0,0,3.09181,3.62589,0,0,
0.2654,1.23446,1.36016,0,0,3.09254,3.63984,0,0,
0.2656,1.23473,1.34625,0,0,3.09327,3.65375,0,0,
0.2658,1.235,1.33239,0,0,3.094,3.66761,0,0,
0.266,1.23526,1.31857,0,0,3.09474,3.68143,0,0,
0.2662,1.23552,1.3048,0,0,3.09548,3.6952,0,0,
0.2664,1.23578,1.29108,0,0,3.09622,3.70892,0,0,
0.2666,1.23604,1.2774,0,0,3.09696,3.7226,0,0,
0.2668,1.23629,1.26377,0,0,3.09771,3.73623,0,0,
0.267,1.23654,1.25019,0,0,3.09846,3.74981,0,0,
0.2672,1.23679,1.23666,0,0,3.09921,3.76334,0,0,
0.2674,1.23703,1.22318,0,0,3.09997,3.77682,0,0,
0.2676,1.23727,1.20974,0,0,3.10073,3.79026,0,0,
0.2678,1.23751,1.19636,0,0,3.10149,3.80364,0,0,
0.268,1.23775,1.18303,0,0,3.10225,3.81697,0,0,
0.2682,1.23798,1.16975,0,0,3.10302,3.83025,0,0,
0.2684,1.23821,1.15653,0,0,3.10379,3.84347,0,0,
0.2686,1.23844,1.14335,0,0,3.10456,3.85665,0,0,
0.2688,1.23867,1.13023,0,0,3.10533,3.86977,0,0,
0.269,1.23889,1.11716,0,0,3.10611,3.88284,0,0,
0.2692,1.23911,1.10415,0,0,3.10689,3.89585,0,0,
0.2694,1.23933,1.09119,0,0,3.10767,3.90881,0,0,
0.2696,1.23955,1.07829,0,0,3.10845,3.92171,0,0,
0.2698,1.23976,1.06544,0,0,3.10924,3.93456,0,0,
0.27,1.23997,1.05265,0,0,3.11003,3.94735,0,0,
0.2702,1.24018,1.03992,0,0,3.11082,3.96008,0,0,
0.2704,1.24038,1.02724,0,0,3.11162,3.97276,0,0,
0.2706,1.24059,1.01462,0,0,3.11241,3.98538,0,0,
0.2708,1.24079,1.00206,0,0,3.11321,3.99794,0,0,
0.271,1.24099,0.989559,0,0,3.11401,4.01044,0,0,
0.2712,1.24118,0.977115,0,0,3.11482,4.02288,0,0,
0.2714,1.24137,0.964732,0,0,3.11563,4.03527,0,0,
0.2716,1.24156,0.952409,0,0,3.11644,4.04759,0,0,
0.2718,1.24175,0.940146,0,0,3.11725,4.05985,0,0,
0.272,1.24194,0.927945,0,0,3.11806,4.07206,0,0,
0.2722,1.24212,0.915805,0,0,3.11888,4.08419,0,0,
0.2724,1.2423,0.903727,0,0,3.1197,4.09627,0,0,
0.2726,1.24248,0.891712,0,0,3.12052,4.10829,0,0,
0.2728,1.24266,0.87976,0,0,3.12134,4.12024,0,0,
0.273,1.24283,0.867872,0,0,3.12217,4.13213,0,0,
0.2732,1.243,0.856047,0,0,3.123,4.14395,0,0,
0.2734,1.24317,0.844287,0,0,3.12383,4.15571,0,0,
0.2736,1.24334,0.832592,0,0,3.12466,4.16741,0,0,
0.2738,1.2435,0.820962,0,0,3.1255,4.17904,0,0,
0.274,1.24366,0.809398,0,0,3.12634,4.1906,0,0,
0.2742,1.24382,0.7979,0,0,3.12718,4.2021,0,0,
0.2744,1.24398,0.786469,0,0,3.12802,4.21353,0,0,
0.2746,1.24413,0.775105,0,0,3.12887,4.2249,0,0,
0.2748,1.24429,0.763809,0,0,3.12971,4.23619,0,0,
0.275,1.24444,0.75258,0,0,3.13056,4.24742,0,0,
0.2752,1.24459,0.741421,0,0,3.13141,4.25858,0,0,
0.2754,1.24473,0.73033,0,0,3.13227,4.26967,0,0,
0.2756,1.24488,0.719309,0,0,3.13312,4.28069,0,0,
0.2758,1.24502,0.708357,0,0,3.13398,4.29164,0,0,
0.276,1.24516,0.697476,0,0,3.13484,4.30252,0,0,
0.2762,1.24529,0.686665,0,0,3.13571,4.31334,0,0,
0.2764,1.24543,0.675925,0,0,3.13657,4.32407,0,0,
0.2766,1.24556,0.665257,0,0,3.13744,4.33474,0,0,
0.2768,1.24569,0.654661,0,0,3.13831,4.34534,0,0,
0.277,1.24582,0.644137,0,0,3.13918,4.35586,0,0,
0.2772,1.24595,0.633686,0,0,3.14005,4.36631,0,0,
0.2774,1.24607,0.623308,0,0,3.14093,4.37669,0,0,
0.2776,1.2462,0.613004,0,0,3.1418,4.387,0,0,
0.2778,1.24632,0.602773,0,0,3.14268,4.39723,0,0,
0.278,1.24644,0.592617,0,0,3.14356,4.40738,0,0,
0.2782,1.24655,0.582536,0,0,3.14445,4.41746,0,0,
0.2784,1.24667,0.57253,0,0,3.14533,4.42747,0,0,
0.2786,1.24678,0.562599,0,0,3.14622,4.4374,0,0,
0.2788,1.24689,0.552744,0,0,3.14711,4.44726,0,0,
0.279,1.247,0.542966,0,0,3.148,4.45703,0,0,
0.2792,1.2471,0.533265,0,0,3.1489,4.46674,0,0,
0.2794,1.24721,0.52364,0,0,3.14979,4.47636,0,0,
0.2796,1.24731,0.514093,0,0,3.15069,4.48591,0,0,
0.2798,1.24741,0.504624,0,0,3.15159,4.49538,0,0,
0.28,1.24751,0.495233,0,0,3.15249,4.50477,0,0,
0.2802,1.24761,0.485921,0,0,3.15339,4.51408,0,0,
0.2804,1.2477,0.476687,0,0,3.1543,4.52331,0,0,
0.2806,1.2478,0.467533,0,0,3.1552,4.53247,0,0,
0.2808,1.24789,0.458459,0,0,3.15611,4.54154,0,0,
0.281,1.24798,0.449464,0,0,3.15702,4.55054,0,0,
0.2812,1.24807,0.44055,0,0,3.15793,4.55945,0,0,
0.2814,1.24815,0.431717,0,0,3.15885,4.56828,0,0,
0.2816,1.24824,0.422965,0,0,3.15976,4.57704,0,0,
0.2818,1.24832,0.414294,0,0,3.16068,4.58571,0,0,
0.282,1.2484,0.405705,0,0,3.1616,4.59429,0,0,
0.2822,1.24848,0.397198,0,0,3.16252,4.6028,0,0,
0.2824,1.24856,0.388774,0,0,3.16344,4.61123,0,0,
0.2826,1.24864,0.380432,0,0,3.16436,4.61957,0,0,
0.2828,1.24871,0.372173,0,0,3.16529,4.62783,0,0,
0.283,1.24878,0.363998,0,0,3.16622,4.636,0,0,
0.2832,1.24885,0.355907,0,0,3.16715,4.64409,0,0,
0.2834,1.24892,0.347899,0,0,3.16808,4.6521,0,0,
0.2836,1.24899,0.339976,0,0,3.16901,4.66002,0,0,
0.2838,1.24906,0.332138,0,0,3.16994,4.66786,0,0,
0.284,1.24912,0.324384,0,0,3.17088,4.67562,0,0,
0.2842,1.24919,0.316716,0,0,3.17181,4.68328,0,0,
0.2844,1.24925,0.309134,0,0,3.17275,4.69087,0,0,
0.2846,1.24931,0.301637,0,0,3.17369,4.69836,0,0,
0.2848,1.24937,0.294226,0,0,3.17463,4.70577,0,0,
0.285,1.24942,0.286902,0,0,3.17558,4.7131,0,0,
0.2852,1.24948,0.279665,0,0,3.17652,4.72033,0,0,
0.2854,1.24954,0.272515,0,0,3.17746,4.72749,0,0,
0.2856,1.24959,0.265452,0,0,3.17841,4.73455,0,0,
0.2858,1.24964,0.258477,0,0,3.17936,4.74152,0,0,
0.286,1.24969,0.251589,0,0,3.18031,4.74841,0,0,
0.2862,1.24974,0.24479,0,0,3.18126,4.75521,0,0,
0.2864,1.24979,0.238079,0,0,3.18221,4.76192,0,0,
0.2866,1.24983,0.231457,0,0,3.18317,4.76854,0,0,
0.2868,1.24988,0.224923,0,0,3.18412,4.77508,0,0,
0.287,1.24992,0.218479,0,0,3.18508,4.78152,0,0,
0.2872,1.24996,0.212124,0,0,3.18604,4.78788,0,0,
0.2874,1.25001,0.205859,0,0,3.18699,4.79414,0,0,
0.2876,1.25005,0.199684,0,0,3.18795,4.80032,0,0,
0.2878,1.25008,0.193599,0,0,3.18892,4.8064,0,0,
0.288,1.25012,0.187605,0,0,3.18988,4.8124,0,0,
0.2882,1.25016,0.181701,0,0,3.19084,4.8183,0,0,
0.2884,1.25019,0.175888,0,0,3.19181,4.82411,0,0,
0.2886,1.25023,0.170166,0,0,3.19277,4.82983,0,0,
0.2888,1.25026,0.164535,0,0,3.19374,4.83546,0,0,
0.289,1.25029,0.158996,0,0,3.19471,4.841,0,0,
0.2892,1.25032,0.153549,0,0,3.19568,4.84645,0,0,
0.2894,1.25035,0.148194,0,0,3.19665,4.85181,0,0,
0.2896,1.25038,0.142931,0,0,3.19762,4.85707,0,0,
0.2898,1.25041,0.13776,0,0,3.19859,4.86224,0,0,
0.29,1.25044,0.132682,0,0,3.19956,4.86732,0,0,
0.2902,1.25046,0.127697,0,0,3.20054,4.8723,0,0,
0.2904,1.25049,0.122805,0,0,3.20151,4.8772,0,0,
0.2906,1.25051,0.118005,0,0,3.20249,4.88199,0,0,
0.2908,1.25053,0.1133,0,0,3.20347,4.8867,0,0,
0.291,1.25055,0.108688,0,0,3.20445,4.89131,0,0,
0.2912,1.25057,0.104169,0,0,3.20543,4.89583,0,0,
0.2914,1.25059,0.0997446,0,0,3.20641,4.90026,0,0,
0.2916,1.25061,0.0954142,0,0,3.20739,4.90459,0,0,
0.2918,1.25063,0.0911781,0,0,3.20837,4.90882,0,0,
0.292,1.25065,0.0870363,0,0,3.20935,4.91296,0,0,
0.2922,1.25067,0.0829892,0,0,3.21033,4.91701,0,0,
0.2924,1.25068,0.0790368,0,0,3.21132,4.92096,0,0,
0.2926,1.2507,0.0751793,0,0,3.2123,4.92482,0,0,
0.2928,1.25071,0.0714169,0,0,3.21329,4.92858,0,0,
0.293,1.25072,0.0677496,0,0,3.21428,4.93225,0,0,
0.2932,1.25074,0.0641777,0,0,3.21526,4.93582,0,0,
0.2934,1.25075,0.0607013,0,0,3.21625,4.9393,0,0,
0.2936,1.25076,0.0573205,0,0,3.21724,4.94268,0,0,
0.2938,1.25077,0.0540355,0,0,3.21823,4.94596,0,0,
0.294,1.25078,0.0508463,0,0,3.21922,4.94915,0,0,
0.2942,1.25079,0.0477532,0,0,3.22021,4.95225,0,0,
0.2944,1.2508,0.0447562,0,0,3.2212,4.95524,0,0,
0.2946,1.25081,0.0418554,0,0,3.22219,4.95814,0,0,
0.2948,1.25082,0.039051,0,0,3.22318,4.96095,0,0,
0.295,1.25082,0.036343,0,0,3.22418,4.96366,0,0,
0.2952,1.25083,0.0337317,0,0,3.22517,4.96627,0,0,
0.2954,1.25084,0.031217,0,0,3.22616,4.96878,0,0,
0.2956,1.25084,0.028799,0,0,3.22716,4.9712,0,0,
0.2958,1.25085,0.026478,0,0,3.22815,4.97352,0,0,
0.296,1.25085,0.0242539,0,0,3.22915,4.97575,0,0,
0.2962,1.25086,0.0221269,0,0,3.23014,4.97787,0,0,
0.2964,1.25086,0.020097,0,0,3.23114,4.9799,0,0,
0.2966,1.25086,0.0181643,0,0,3.23214,4.98184,0,0,
0.2968,1.25087,0.0163289,0,0,3.23313,4.98367,0,0,
0.297,1.25087,0.0145908,0,0,3.23413,4.98541,0,0,
0.2972,1.25087,0.0129502,0,0,3.23513,4.98705,0,0,
0.2974,1.25088,0.0114071,0,0,3.23612,4.98859,0,0,
0.2976,1.25088,0.00996153,0,0,3.23712,4.99004,0,0,
0.2978,1.25088,0.00861357,0,0,3.23812,4.99139,0,0,
0.298,1.25088,0.00736327,0,0,3.23912,4.99264,0,0,
0.2982,1.25088,0.00621068,0,0,3.24012,4.99379,0,0,
0.2984,1.25088,0.00515585,0,0,3.24112,4.99484,0,0,
0.2986,1.25088,0.00419882,0,0,3.24212,4.9958,0,0,
0.2988,1.25088,0.00333963,0,0,3.24312,4.99666,0,0,
0.299,1.25088,0.0025783,0,0,3.24412,4.99742,0,0,
0.2992,1.25089,0.00191487,0,0,3.24511,4.99809,0,0,
0.2994,1.25089,0.00134937,0,0,3.24611,4.99865,0,0,
0.2996,1.25089,0.000881811,0,0,3.24711,4.99912,0,0,
0.2998,1.25089,0.00051222,0,0,3.24811,4.99949,0,0,
0.3,1.25089,0.00024061,0,0,3.24911,4.99976,0,0,
0.3002,1.25089,6.69891e-005,0,0,3.25011,4.99993,0,0,
0.3004,1.25089,-8.63387e-006,0,0,3.25111,5.00001,0,0,
0.3006,1.25089,-8.63387e-006,0,0,3.25211,5.00001,0,0,
0.3008,1.25089,-8.63387e-006,0,0,3.25311,5.00001,0,0,
0.301,1.25089,-8.63387e-006,0,0,3.25411,5.00001,0,0,
