,Ball 0,,,,Ball 1,,,,
,m:,1,,,m:,1,,,
,r:,1,,,r:,1,,,
,k:,980,,,k:,980,,,
,rot: ,false,,,,,,,
,u_k: ,0.5,,,,,,,
t,s_x,v_x,theta,w,s_x,v_x,theta,w,
0.111,0.555,5,0,0,3,0,0,0,
0.1112,0.556,5,0,0,3,0,0,0,
0.1114,0.557,5,0,0,3,0,0,0,
0.1116,0.558,5,0,0,3,0,0,0,
0.1118,0.559,5,0,0,3,0,0,0,
0.112,0.56,5,0,0,3,0,0,0,
0.1122,0.561,5,0,0,3,0,0,0,
0.1124,0.562,5,0,0,3,0,0,0,
0.1126,0.563,5,0,0,3,0,0,0,
0.1128,0.564,5,0,0,3,0,0,0,
0.113,0.565,5,0,0,3,0,0,0,
0.1132,0.566,5,0,0,3,0,0,0,
0.1134,0.567,5,0,0,3,0,0,0,
0.1136,0.568,5,0,0,3,0,0,0,
0.1138,0.569,5,0,0,3,0,0,0,
0.114,0.57,5,0,0,3,0,0,0,
0.1142,0.571,5,0,0,3,0,0,0,
0.1144,0.572,5,0,0,3,0,0,0,
0.1146,0.573,5,0,0,3,0,0,0,
0.1148,0.574,5,0,0,3,0,0,0,
0.115,0.575,5,0,0,3,0,0,0,
0.1152,0.576,5,0,0,3,0,0,0,
0.1154,0.577,5,0,0,3,0,0,0,
0.1156,0.578,5,0,0,3,0,0,0,
0.1158,0.579,5,0,0,3,0,0,0,
0.116,0.58,5,0,0,3,0,0,0,
0.1162,0.581,5,0,0,3,0,0,0,
0.1164,0.582,5,0,0,3,0,0,0,
0.1166,0.583,5,0,0,3,0,0,0,
0.1168,0.584,5,0,0,3,0,0,0,
0.117,0.585,5,0,0,3,0,0,0,
0.1172,0.586,5,0,0,3,0,0,0,
0.1174,0.587,5,0,0,3,0,0,0,
0.1176,0.588,5,0,0,3,0,0,0,
0.1178,0.589,5,0,0,3,0,0,0,
0.118,0.59,5,0,0,3,0,0,0,
0.1182,0.591,5,0,0,3,0,0,0,
0.1184,0.592,5,0,0,3,0,0,0,
0.1186,0.593,5,0,0,3,0,0,0,
0.1188,0.594,5,0,0,3,0,0,0,
0.119,0.595,5,0,0,3,0,0,0,
0.1192,0.596,5,0,0,3,0,0,0,
0.1194,0.597,5,0,0,3,0,0,0,
0.1196,0.598,5,0,0,3,0,0,0,
0.1198,0.599,5,0,0,3,0,0,0,
0.12,0.6,5,0,0,3,0,0,0,
0.1202,0.601,5,0,0,3,0,0,0,
0.1204,0.602,5,0,0,3,0,0,0,
0.1206,0.603,5,0,0,3,0,0,0,
0.1208,0.604,5,0,0,3,0,0,0,
0.121,0.605,5,0,0,3,0,0,0,
0.1212,0.606,5,0,0,3,0,0,0,
0.1214,0.607,5,0,0,3,0,0,0,
0.1216,0.608,5,0,0,3,0,0,0,
0.1218,0.609,5,0,0,3,0,0,0,
0.122,0.61,5,0,0,3,0,0,0,
0.1222,0.611,5,0,0,3,0,0,0,
0.1224,0.612,5,0,0,3,0,0,0,
0.1226,0.613,5,0,0,3,0,0,0,
0.1228,0.614,5,0,0,3,0,0,0,
0.123,0.615,5,0,0,3,0,0,0,
0.1232,0.616,5,0,0,3,0,0,0,
0.1234,0.617,5,0,0,3,0,0,0,
0.1236,0.618,5,0,0,3,0,0,0,
0.1238,0.619,5,0,0,3,0,0,0,
0.124,0.62,5,0,0,3,0,0,0,
0.1242,0.621,5,0,0,3,0,0,0,
0.1244,0.622,5,0,0,3,0,0,0,
0.1246,0.623,5,0,0,3,0,0,0,
0.1248,0.624,5,0,0,3,0,0,0,
0.125,0.625,5,0,0,3,0,0,0,
0.1252,0.626,5,0,0,3,0,0,0,
0.1254,0.627,5,0,0,3,0,0,0,
0.1256,0.628,5,0,0,3,0,0,0,
0.1258,0.629,5,0,0,3,0,0,0,
0.126,0.63,5,0,0,3,0,0,0,
0.1262,0.631,5,0,0,3,0,0,0,
0.1264,0.632,5,0,0,3,0,0,0,
0.1266,0.633,5,0,0,3,0,0,0,
0.1268,0.634,5,0,0,3,0,0,0,
0.127,0.635,5,0,0,3,0,0,0,
0.1272,0.636,5,0,0,3,0,0,0,
0.1274,0.637,5,0,0,3,0,0,0,
0.1276,0.638,5,0,0,3,0,0,0,
0.1278,0.639,5,0,0,3,0,0,0,
0.128,0.64,5,0,0,3,0,0,0,
0.1282,0.641,5,0,0,3,0,0,0,
0.1284,0.642,5,0,0,3,0,0,0,
0.1286,0.643,5,0,0,3,0,0,0,
0.1288,0.644,5,0,0,3,0,0,0,
0.129,0.645,5,0,0,3,0,0,0,
0.1292,0.646,5,0,0,3,0,0,0,
0.1294,0.647,5,0,0,3,0,0,0,
0.1296,0.648,5,0,0,3,0,0,0,
0.1298,0.649,5,0,0,3,0,0,0,
0.13,0.65,5,0,0,3,0,0,0,
0.1302,0.651,5,0,0,3,0,0,0,
0.1304,0.652,5,0,0,3,0,0,0,
0.1306,0.653,5,0,0,3,0,0,0,
0.1308,0.654,5,0,0,3,0,0,0,
0.131,0.655,5,0,0,3,0,0,0,
0.1312,0.656,5,0,0,3,0,0,0,
0.1314,0.657,5,0,0,3,0,0,0,
0.1316,0.658,5,0,0,3,0,0,0,
0.1318,0.659,5,0,0,3,0,0,0,
0.132,0.66,5,0,0,3,0,0,0,
0.1322,0.661,5,0,0,3,0,0,0,
0.1324,0.662,5,0,0,3,0,0,0,
0.1326,0.663,5,0,0,3,0,0,0,
0.1328,0.664,5,0,0,3,0,0,0,
0.133,0.665,5,0,0,3,0,0,0,
0.1332,0.666,5,0,0,3,0,0,0,
0.1334,0.667,5,0,0,3,0,0,0,
0.1336,0.668,5,0,0,3,0,0,0,
0.1338,0.669,5,0,0,3,0,0,0,
0.134,0.67,5,0,0,3,0,0,0,
0.1342,0.671,5,0,0,3,0,0,0,
0.1344,0.672,5,0,0,3,0,0,0,
0.1346,0.673,5,0,0,3,0,0,0,
0.1348,0.674,5,0,0,3,0,0,0,
0.135,0.675,5,0,0,3,0,0,0,
0.1352,0.676,5,0,0,3,0,0,0,
0.1354,0.677,5,0,0,3,0,0,0,
0.1356,0.678,5,0,0,3,0,0,0,
0.1358,0.679,5,0,0,3,0,0,0,
0.136,0.68,5,0,0,3,0,0,0,
0.1362,0.681,5,0,0,3,0,0,0,
0.1364,0.682,5,0,0,3,0,0,0,
0.1366,0.683,5,0,0,3,0,0,0,
0.1368,0.684,5,0,0,3,0,0,0,
0.137,0.685,5,0,0,3,0,0,0,
0.1372,0.686,5,0,0,3,0,0,0,
0.1374,0.687,5,0,0,3,0,0,0,
0.1376,0.688,5,0,0,3,0,0,0,
0.1378,0.689,5,0,0,3,0,0,0,
0.138,0.69,5,0,0,3,0,0,0,
0.1382,0.691,5,0,0,3,0,0,0,
0.1384,0.692,5,0,0,3,0,0,0,
0.1386,0.693,5,0,0,3,0,0,0,
0.1388,0.694,5,0,0,3,0,0,0,
0.139,0.695,5,0,0,3,0,0,0,
0.1392,0.696,5,0,0,3,0,0,0,
0.1394,0.697,5,0,0,3,0,0,0,
0.1396,0.698,5,0,0,3,0,0,0,
0.1398,0.699,5,0,0,3,0,0,0,
0.14,0.7,5,0,0,3,0,0,0,
0.1402,0.701,5,0,0,3,0,0,0,
0.1404,0.702,5,0,0,3,0,0,0,
0.1406,0.703,5,0,0,3,0,0,0,
0.1408,0.704,5,0,0,3,0,0,0,
0.141,0.705,5,0,0,3,0,0,0,
0.1412,0.706,5,0,0,3,0,0,0,
0.1414,0.707,5,0,0,3,0,0,0,
0.1416,0.708,5,0,0,3,0,0,0,
0.1418,0.709,5,0,0,3,0,0,0,
0.142,0.71,5,0,0,3,0,0,0,
0.1422,0.711,5,0,0,3,0,0,0,
0.1424,0.712,5,0,0,3,0,0,0,
0.1426,0.713,5,0,0,3,0,0,0,
0.1428,0.714,5,0,0,3,0,0,0,
0.143,0.715,5,0,0,3,0,0,0,
0.1432,0.716,5,0,0,3,0,0,0,
0.1434,0.717,5,0,0,3,0,0,0,
0.1436,0.718,5,0,0,3,0,0,0,
0.1438,0.719,5,0,0,3,0,0,0,
0.144,0.72,5,0,0,3,0,0,0,
0.1442,0.721,5,0,0,3,0,0,0,
0.1444,0.722,5,0,0,3,0,0,0,
0.1446,0.723,5,0,0,3,0,0,0,
0.1448,0.724,5,0,0,3,0,0,0,
0.145,0.725,5,0,0,3,0,0,0,
0.1452,0.726,5,0,0,3,0,0,0,
0.1454,0.727,5,0,0,3,0,0,0,
0.1456,0.728,5,0,0,3,0,0,0,
0.1458,0.729,5,0,0,3,0,0,0,
0.146,0.73,5,0,0,3,0,0,0,
0.1462,0.731,5,0,0,3,0,0,0,
0.1464,0.732,5,0,0,3,0,0,0,
0.1466,0.733,5,0,0,3,0,0,0,
0.1468,0.734,5,0,0,3,0,0,0,
0.147,0.735,5,0,0,3,0,0,0,
0.1472,0.736,5,0,0,3,0,0,0,
0.1474,0.737,5,0,0,3,0,0,0,
0.1476,0.738,5,0,0,3,0,0,0,
0.1478,0.739,5,0,0,3,0,0,0,
0.148,0.74,5,0,0,3,0,0,0,
0.1482,0.741,5,0,0,3,0,0,0,
0.1484,0.742,5,0,0,3,0,0,0,
0.1486,0.743,5,0,0,3,0,0,0,
0.1488,0.744,5,0,0,3,0,0,0,
0.149,0.745,5,0,0,3,0,0,0,
0.1492,0.746,5,0,0,3,0,0,0,
0.1494,0.747,5,0,0,3,0,0,0,
0.1496,0.748,5,0,0,3,0,0,0,
0.1498,0.749,5,0,0,3,0,0,0,
0.15,0.75,5,0,0,3,0,0,0,
0.1502,0.751,5,0,0,3,0,0,0,
0.1504,0.752,5,0,0,3,0,0,0,
0.1506,0.753,5,0,0,3,0,0,0,
0.1508,0.754,5,0,0,3,0,0,0,
0.151,0.755,5,0,0,3,0,0,0,
0.1512,0.756,5,0,0,3,0,0,0,
0.1514,0.757,5,0,0,3,0,0,0,
0.1516,0.758,5,0,0,3,0,0,0,
0.1518,0.759,5,0,0,3,0,0,0,
0.152,0.76,5,0,0,3,0,0,0,
0.1522,0.761,5,0,0,3,0,0,0,
0.1524,0.762,5,0,0,3,0,0,0,
0.1526,0.763,5,0,0,3,0,0,0,
0.1528,0.764,5,0,0,3,0,0,0,
0.153,0.765,5,0,0,3,0,0,0,
0.1532,0.766,5,0,0,3,0,0,0,
0.1534,0.767,5,0,0,3,0,0,0,
0.1536,0.768,5,0,0,3,0,0,0,
0.1538,0.769,5,0,0,3,0,0,0,
0.154,0.77,5,0,0,3,0,0,0,
0.1542,0.771,5,0,0,3,0,0,0,
0.1544,0.772,5,0,0,3,0,0,0,
0.1546,0.773,5,0,0,3,0,0,0,
0.1548,0.774,5,0,0,3,0,0,0,
0.155,0.775,5,0,0,3,0,0,0,
0.1552,0.776,5,0,0,3,0,0,0,
0.1554,0.777,5,0,0,3,0,0,0,
0.1556,0.778,5,0,0,3,0,0,0,
0.1558,0.779,5,0,0,3,0,0,0,
0.156,0.78,5,0,0,3,0,0,0,
0.1562,0.781,5,0,0,3,0,0,0,
0.1564,0.782,5,0,0,3,0,0,0,
0.1566,0.783,5,0,0,3,0,0,0,
0.1568,0.784,5,0,0,3,0,0,0,
0.157,0.785,5,0,0,3,0,0,0,
0.1572,0.786,5,0,0,3,0,0,0,
0.1574,0.787,5,0,0,3,0,0,0,
0.1576,0.788,5,0,0,3,0,0,0,
0.1578,0.789,5,0,0,3,0,0,0,
0.158,0.79,5,0,0,3,0,0,0,
0.1582,0.791,5,0,0,3,0,0,0,
0.1584,0.792,5,0,0,3,0,0,0,
0.1586,0.793,5,0,0,3,0,0,0,
0.1588,0.794,5,0,0,3,0,0,0,
0.159,0.795,5,0,0,3,0,0,0,
0.1592,0.796,5,0,0,3,0,0,0,
0.1594,0.797,5,0,0,3,0,0,0,
0.1596,0.798,5,0,0,3,0,0,0,
0.1598,0.799,5,0,0,3,0,0,0,
0.16,0.8,5,0,0,3,0,0,0,
0.1602,0.801,5,0,0,3,0,0,0,
0.1604,0.802,5,0,0,3,0,0,0,
0.1606,0.803,5,0,0,3,0,0,0,
0.1608,0.804,5,0,0,3,0,0,0,
0.161,0.805,5,0,0,3,0,0,0,
0.1612,0.806,5,0,0,3,0,0,0,
0.1614,0.807,5,0,0,3,0,0,0,
0.1616,0.808,5,0,0,3,0,0,0,
0.1618,0.809,5,0,0,3,0,0,0,
0.162,0.81,5,0,0,3,0,0,0,
0.1622,0.811,5,0,0,3,0,0,0,
0.1624,0.812,5,0,0,3,0,0,0,
0.1626,0.813,5,0,0,3,0,0,0,
0.1628,0.814,5,0,0,3,0,0,0,
0.163,0.815,5,0,0,3,0,0,0,
0.1632,0.816,5,0,0,3,0,0,0,
0.1634,0.817,5,0,0,3,0,0,0,
0.1636,0.818,5,0,0,3,0,0,0,
0.1638,0.819,5,0,0,3,0,0,0,
0.164,0.82,5,0,0,3,0,0,0,
0.1642,0.821,5,0,0,3,0,0,0,
0.1644,0.822,5,0,0,3,0,0,0,
0.1646,0.823,5,0,0,3,0,0,0,
0.1648,0.824,5,0,0,3,0,0,0,
0.165,0.825,5,0,0,3,0,0,0,
0.1652,0.826,5,0,0,3,0,0,0,
0.1654,0.827,5,0,0,3,0,0,0,
0.1656,0.828,5,0,0,3,0,0,0,
0.1658,0.829,5,0,0,3,0,0,0,
0.166,0.83,5,0,0,3,0,0,0,
0.1662,0.831,5,0,0,3,0,0,0,
0.1664,0.832,5,0,0,3,0,0,0,
0.1666,0.833,5,0,0,3,0,0,0,
0.1668,0.834,5,0,0,3,0,0,0,
0.167,0.835,5,0,0,3,0,0,0,
0.1672,0.836,5,0,0,3,0,0,0,
0.1674,0.837,5,0,0,3,0,0,0,
0.1676,0.838,5,0,0,3,0,0,0,
0.1678,0.839,5,0,0,3,0,0,0,
0.168,0.84,5,0,0,3,0,0,0,
0.1682,0.841,5,0,0,3,0,0,0,
0.1684,0.842,5,0,0,3,0,0,0,
0.1686,0.843,5,0,0,3,0,0,0,
0.1688,0.844,5,0,0,3,0,0,0,
0.169,0.845,5,0,0,3,0,0,0,
0.1692,0.846,5,0,0,3,0,0,0,
0.1694,0.847,5,0,0,3,0,0,0,
0.1696,0.848,5,0,0,3,0,0,0,
0.1698,0.849,5,0,0,3,0,0,0,
0.17,0.85,5,0,0,3,0,0,0,
0.1702,0.851,5,0,0,3,0,0,0,
0.1704,0.852,5,0,0,3,0,0,0,
0.1706,0.853,5,0,0,3,0,0,0,
0.1708,0.854,5,0,0,3,0,0,0,
0.171,0.855,5,0,0,3,0,0,0,
0.1712,0.856,5,0,0,3,0,0,0,
0.1714,0.857,5,0,0,3,0,0,0,
0.1716,0.858,5,0,0,3,0,0,0,
0.1718,0.859,5,0,0,3,0,0,0,
0.172,0.86,5,0,0,3,0,0,0,
0.1722,0.861,5,0,0,3,0,0,0,
0.1724,0.862,5,0,0,3,0,0,0,
0.1726,0.863,5,0,0,3,0,0,0,
0.1728,0.864,5,0,0,3,0,0,0,
0.173,0.865,5,0,0,3,0,0,0,
0.1732,0.866,5,0,0,3,0,0,0,
0.1734,0.867,5,0,0,3,0,0,0,
0.1736,0.868,5,0,0,3,0,0,0,
0.1738,0.869,5,0,0,3,0,0,0,
0.174,0.87,5,0,0,3,0,0,0,
0.1742,0.871,5,0,0,3,0,0,0,
0.1744,0.872,5,0,0,3,0,0,0,
0.1746,0.873,5,0,0,3,0,0,0,
0.1748,0.874,5,0,0,3,0,0,0,
0.175,0.875,5,0,0,3,0,0,0,
0.1752,0.876,5,0,0,3,0,0,0,
0.1754,0.877,5,0,0,3,0,0,0,
0.1756,0.878,5,0,0,3,0,0,0,
0.1758,0.879,5,0,0,3,0,0,0,
0.176,0.88,5,0,0,3,0,0,0,
0.1762,0.881,5,0,0,3,0,0,0,
0.1764,0.882,5,0,0,3,0,0,0,
0.1766,0.883,5,0,0,3,0,0,0,
0.1768,0.884,5,0,0,3,0,0,0,
0.177,0.885,5,0,0,3,0,0,0,
0.1772,0.886,5,0,0,3,0,0,0,
0.1774,0.887,5,0,0,3,0,0,0,
0.1776,0.888,5,0,0,3,0,0,0,
0.1778,0.889,5,0,0,3,0,0,0,
0.178,0.89,5,0,0,3,0,0,0,
0.1782,0.891,5,0,0,3,0,0,0,
0.1784,0.892,5,0,0,3,0,0,0,
0.1786,0.893,5,0,0,3,0,0,0,
0.1788,0.894,5,0,0,3,0,0,0,
0.179,0.895,5,0,0,3,0,0,0,
0.1792,0.896,5,0,0,3,0,0,0,
0.1794,0.897,5,0,0,3,0,0,0,
0.1796,0.898,5,0,0,3,0,0,0,
0.1798,0.899,5,0,0,3,0,0,0,
0.18,0.9,5,0,0,3,0,0,0,
0.1802,0.901,5,0,0,3,0,0,0,
0.1804,0.902,5,0,0,3,0,0,0,
0.1806,0.903,5,0,0,3,0,0,0,
0.1808,0.904,5,0,0,3,0,0,0,
0.181,0.905,5,0,0,3,0,0,0,
0.1812,0.906,5,0,0,3,0,0,0,
0.1814,0.907,5,0,0,3,0,0,0,
0.1816,0.908,5,0,0,3,0,0,0,
0.1818,0.909,5,0,0,3,0,0,0,
0.182,0.91,5,0,0,3,0,0,0,
0.1822,0.911,5,0,0,3,0,0,0,
0.1824,0.912,5,0,0,3,0,0,0,
0.1826,0.913,5,0,0,3,0,0,0,
0.1828,0.914,5,0,0,3,0,0,0,
0.183,0.915,5,0,0,3,0,0,0,
0.1832,0.916,5,0,0,3,0,0,0,
0.1834,0.917,5,0,0,3,0,0,0,
0.1836,0.918,5,0,0,3,0,0,0,
0.1838,0.919,5,0,0,3,0,0,0,
0.184,0.92,5,0,0,3,0,0,0,
0.1842,0.921,5,0,0,3,0,0,0,
0.1844,0.922,5,0,0,3,0,0,0,
0.1846,0.923,5,0,0,3,0,0,0,
0.1848,0.924,5,0,0,3,0,0,0,
0.185,0.925,5,0,0,3,0,0,0,
0.1852,0.926,5,0,0,3,0,0,0,
0.1854,0.927,5,0,0,3,0,0,0,
0.1856,0.928,5,0,0,3,0,0,0,
0.1858,0.929,5,0,0,3,0,0,0,
0.186,0.93,5,0,0,3,0,0,0,
0.1862,0.931,5,0,0,3,0,0,0,
0.1864,0.932,5,0,0,3,0,0,0,
0.1866,0.933,5,0,0,3,0,0,0,
0.1868,0.934,5,0,0,3,0,0,0,
0.187,0.935,5,0,0,3,0,0,0,
0.1872,0.936,5,0,0,3,0,0,0,
0.1874,0.937,5,0,0,3,0,0,0,
0.1876,0.938,5,0,0,3,0,0,0,
0.1878,0.939,5,0,0,3,0,0,0,
0.188,0.94,5,0,0,3,0,0,0,
0.1882,0.941,5,0,0,3,0,0,0,
0.1884,0.942,5,0,0,3,0,0,0,
0.1886,0.943,5,0,0,3,0,0,0,
0.1888,0.944,5,0,0,3,0,0,0,
0.189,0.945,5,0,0,3,0,0,0,
0.1892,0.946,5,0,0,3,0,0,0,
0.1894,0.947,5,0,0,3,0,0,0,
0.1896,0.948,5,0,0,3,0,0,0,
0.1898,0.949,5,0,0,3,0,0,0,
0.19,0.95,5,0,0,3,0,0,0,
0.1902,0.951,5,0,0,3,0,0,0,
0.1904,0.952,5,0,0,3,0,0,0,
0.1906,0.953,5,0,0,3,0,0,0,
0.1908,0.954,5,0,0,3,0,0,0,
0.191,0.955,5,0,0,3,0,0,0,
0.1912,0.956,5,0,0,3,0,0,0,
0.1914,0.957,5,0,0,3,0,0,0,
0.1916,0.958,5,0,0,3,0,0,0,
0.1918,0.959,5,0,0,3,0,0,0,
0.192,0.96,5,0,0,3,0,0,0,
0.1922,0.961,5,0,0,3,0,0,0,
0.1924,0.962,5,0,0,3,0,0,0,
0.1926,0.963,5,0,0,3,0,0,0,
0.1928,0.964,5,0,0,3,0,0,0,
0.193,0.965,5,0,0,3,0,0,0,
0.1932,0.966,5,0,0,3,0,0,0,
0.1934,0.967,5,0,0,3,0,0,0,
0.1936,0.968,5,0,0,3,0,0,0,
0.1938,0.969,5,0,0,3,0,0,0,
0.194,0.97,5,0,0,3,0,0,0,
0.1942,0.971,5,0,0,3,0,0,0,
0.1944,0.972,5,0,0,3,0,0,0,
0.1946,0.973,5,0,0,3,0,0,0,
0.1948,0.974,5,0,0,3,0,0,0,
0.195,0.975,5,0,0,3,0,0,0,
0.1952,0.976,5,0,0,3,0,0,0,
0.1954,0.977,5,0,0,3,0,0,0,
0.1956,0.978,5,0,0,3,0,0,0,
0.1958,0.979,5,0,0,3,0,0,0,
0.196,0.98,5,0,0,3,0,0,0,
0.1962,0.981,5,0,0,3,0,0,0,
0.1964,0.982,5,0,0,3,0,0,0,
0.1966,0.983,5,0,0,3,0,0,0,
0.1968,0.984,5,0,0,3,0,0,0,
0.197,0.985,5,0,0,3,0,0,0,
0.1972,0.986,5,0,0,3,0,0,0,
0.1974,0.987,5,0,0,3,0,0,0,
0.1976,0.988,5,0,0,3,0,0,0,
0.1978,0.989,5,0,0,3,0,0,0,
0.198,0.99,5,0,0,3,0,0,0,
0.1982,0.991,5,0,0,3,0,0,0,
0.1984,0.992,5,0,0,3,0,0,0,
0.1986,0.993,5,0,0,3,0,0,0,
0.1988,0.994,5,0,0,3,0,0,0,
0.199,0.995,5,0,0,3,0,0,0,
0.1992,0.996,5,0,0,3,0,0,0,
0.1994,0.997,5,0,0,3,0,0,0,
0.1996,0.998,5,0,0,3,0,0,0,
0.1998,0.999,5,0,0,3,0,0,0,
0.2,1,5,0,0,3,0,0,0,
0.2002,1.001,5,0,0,3,6.52811e-017,0,0,
0.2004,1.002,4.9999,0,0,3,9.8e-005,0,0,
0.2006,1.003,4.99971,0,0,3,0.000293996,0,0,
0.2008,1.004,4.99941,0,0,3,0.000587981,0,0,
0.201,1.005,4.99902,0,0,3,0.000979942,0,0,
0.2012,1.006,4.99853,0,0,3,0.00146987,0,0,
0.2014,1.007,4.99794,0,0,3,0.00205773,0,0,
0.2016,1.008,4.99726,0,0,3,0.00274352,0,0,
0.2018,1.009,4.99647,0,0,3,0.00352719,0,0,
0.202,1.01,4.99559,0,0,3,0.00440873,0,0,
0.2022,1.011,4.99461,0,0,3,0.0053881,0,0,
0.2024,1.01199,4.99353,0,0,3.00001,0.00646525,0,0,
0.2026,1.01299,4.99236,0,0,3.00001,0.00764016,0,0,
0.2028,1.01399,4.99109,0,0,3.00001,0.00891276,0,0,
0.203,1.01499,4.98972,0,0,3.00001,0.010283,0,0,
0.2032,1.01599,4.98825,0,0,3.00001,0.0117509,0,0,
0.2034,1.01698,4.98668,0,0,3.00002,0.0133162,0,0,
0.2036,1.01798,4.98502,0,0,3.00002,0.0149791,0,0,
0.2038,1.01898,4.98326,0,0,3.00002,0.0167394,0,0,
0.204,1.01997,4.9814,0,0,3.00003,0.018597,0,0,
0.2042,1.02097,4.97945,0,0,3.00003,0.0205519,0,0,
0.2044,1.02197,4.9774,0,0,3.00003,0.022604,0,0,
0.2046,1.02296,4.97525,0,0,3.00004,0.0247532,0,0,
0.2048,1.02395,4.973,0,0,3.00005,0.0269994,0,0,
0.205,1.02495,4.97066,0,0,3.00005,0.0293426,0,0,
0.2052,1.02594,4.96822,0,0,3.00006,0.0317826,0,0,
0.2054,1.02694,4.96568,0,0,3.00006,0.0343194,0,0,
0.2056,1.02793,4.96305,0,0,3.00007,0.0369528,0,0,
0.2058,1.02892,4.96032,0,0,3.00008,0.0396828,0,0,
0.206,1.02991,4.95749,0,0,3.00009,0.0425093,0,0,
0.2062,1.0309,4.95457,0,0,3.0001,0.045432,0,0,
0.2064,1.03189,4.95155,0,0,3.00011,0.048451,0,0,
0.2066,1.03288,4.94843,0,0,3.00012,0.0515661,0,0,
0.2068,1.03387,4.94522,0,0,3.00013,0.0547771,0,0,
0.207,1.03486,4.94192,0,0,3.00014,0.0580841,0,0,
0.2072,1.03585,4.93851,0,0,3.00015,0.0614867,0,0,
0.2074,1.03684,4.93502,0,0,3.00016,0.0649849,0,0,
0.2076,1.03782,4.93142,0,0,3.00018,0.0685786,0,0,
0.2078,1.03881,4.92773,0,0,3.00019,0.0722676,0,0,
0.208,1.03979,4.92395,0,0,3.00021,0.0760518,0,0,
0.2082,1.04078,4.92007,0,0,3.00022,0.0799309,0,0,
0.2084,1.04176,4.9161,0,0,3.00024,0.083905,0,0,
0.2086,1.04274,4.91203,0,0,3.00026,0.0879737,0,0,
0.2088,1.04372,4.90786,0,0,3.00028,0.092137,0,0,
0.209,1.0447,4.90361,0,0,3.0003,0.0963947,0,0,
0.2092,1.04568,4.89925,0,0,3.00032,0.100747,0,0,
0.2094,1.04666,4.89481,0,0,3.00034,0.105193,0,0,
0.2096,1.04764,4.89027,0,0,3.00036,0.109732,0,0,
0.2098,1.04862,4.88563,0,0,3.00038,0.114366,0,0,
0.21,1.04959,4.88091,0,0,3.00041,0.119093,0,0,
0.2102,1.05057,4.87609,0,0,3.00043,0.123913,0,0,
0.2104,1.05154,4.87117,0,0,3.00046,0.128827,0,0,
0.2106,1.05252,4.86617,0,0,3.00048,0.133833,0,0,
0.2108,1.05349,4.86107,0,0,3.00051,0.138933,0,0,
0.211,1.05446,4.85588,0,0,3.00054,0.144124,0,0,
0.2112,1.05543,4.85059,0,0,3.00057,0.149409,0,0,
0.2114,1.0564,4.84522,0,0,3.0006,0.154785,0,0,
0.2116,1.05737,4.83975,0,0,3.00063,0.160253,0,0,
0.2118,1.05833,4.83419,0,0,3.00067,0.165813,0,0,
0.212,1.0593,4.82854,0,0,3.0007,0.171464,0,0,
0.2122,1.06026,4.82279,0,0,3.00074,0.177207,0,0,
0.2124,1.06123,4.81696,0,0,3.00077,0.183041,0,0,
0.2126,1.06219,4.81103,0,0,3.00081,0.188966,0,0,
0.2128,1.06315,4.80502,0,0,3.00085,0.194981,0,0,
0.213,1.06411,4.79891,0,0,3.00089,0.201086,0,0,
0.2132,1.06507,4.79272,0,0,3.00093,0.207282,0,0,
0.2134,1.06603,4.78643,0,0,3.00097,0.213567,0,0,
0.2136,1.06698,4.78006,0,0,3.00102,0.219943,0,0,
0.2138,1.06794,4.77359,0,0,3.00106,0.226407,0,0,
0.214,1.06889,4.76704,0,0,3.00111,0.232961,0,0,
0.2142,1.06984,4.7604,0,0,3.00116,0.239603,0,0,
0.2144,1.07079,4.75367,0,0,3.00121,0.246334,0,0,
0.2146,1.07174,4.74685,0,0,3.00126,0.253154,0,0,
0.2148,1.07269,4.73994,0,0,3.00131,0.260062,0,0,
0.215,1.07364,4.73294,0,0,3.00136,0.267057,0,0,
0.2152,1.07458,4.72586,0,0,3.00142,0.27414,0,0,
0.2154,1.07553,4.71869,0,0,3.00147,0.28131,0,0,
0.2156,1.07647,4.71143,0,0,3.00153,0.288567,0,0,
0.2158,1.07741,4.70409,0,0,3.00159,0.295911,0,0,
0.216,1.07835,4.69666,0,0,3.00165,0.303341,0,0,
0.2162,1.07929,4.68914,0,0,3.00171,0.310857,0,0,
0.2164,1.08022,4.68154,0,0,3.00178,0.31846,0,0,
0.2166,1.08116,4.67385,0,0,3.00184,0.326147,0,0,
0.2168,1.08209,4.66608,0,0,3.00191,0.33392,0,0,
0.217,1.08302,4.65822,0,0,3.00198,0.341778,0,0,
0.2172,1.08395,4.65028,0,0,3.00205,0.34972,0,0,
0.2174,1.08488,4.64225,0,0,3.00212,0.357747,0,0,
0.2176,1.08581,4.63414,0,0,3.00219,0.365858,0,0,
0.2178,1.08673,4.62595,0,0,3.00227,0.374052,0,0,
0.218,1.08766,4.61767,0,0,3.00234,0.382329,0,0,
0.2182,1.08858,4.60931,0,0,3.00242,0.39069,0,0,
0.2184,1.0895,4.60087,0,0,3.0025,0.399133,0,0,
0.2186,1.09042,4.59234,0,0,3.00258,0.407659,0,0,
0.2188,1.09133,4.58373,0,0,3.00267,0.416267,0,0,
0.219,1.09225,4.57504,0,0,3.00275,0.424956,0,0,
0.2192,1.09316,4.56627,0,0,3.00284,0.433727,0,0,
