,Ball 0,,,,,,Ball 1,,,,,,
,m:,1.2,,,,,m:,2.31,,,,,
,r:,1,,,,,r:,1,,,,,
,k:,9800,,,,,k:,9800,,,,,
,rot: ,true,,,,,,,,,,,
,u_k: ,0.5,,,,,,,,,,,
t,s_x,s_y,v_x,v_y,theta,w,s_x,s_y,v_x,v_y,theta,w,
0.0583,0.59642,0.870806,17.1394,7.14607,-0.0807294,-3.44077,-0.675171,-0.522197,7.08592,3.33216,-0.0419374,-1.78741,
0.0584,0.598139,0.871523,17.1879,7.16474,-0.081068,-3.38594,-0.674465,-0.521865,7.06071,3.32246,-0.0421133,-1.75893,
0.0585,0.599859,0.872244,17.202,7.21434,-0.081412,-3.44033,-0.673759,-0.521536,7.0534,3.2967,-0.042292,-1.78718,
0.0586,0.601584,0.872967,17.2497,7.23267,-0.0817507,-3.38638,-0.673056,-0.521207,7.02861,3.28718,-0.0424679,-1.75916,
0.0587,0.60331,0.873696,17.2636,7.2814,-0.0820947,-3.43988,-0.672354,-0.520881,7.02141,3.26186,-0.0426466,-1.78695,
0.0588,0.605042,0.874426,17.3104,7.29938,-0.0824334,-3.38683,-0.671655,-0.520555,6.99706,3.25252,-0.0428225,-1.75939,
0.0589,0.606774,0.87516,17.3241,7.34723,-0.0827773,-3.43943,-0.670956,-0.520233,6.98998,3.22766,-0.0430012,-1.78672,
0.059,0.608511,0.875897,17.3701,7.36486,-0.083116,-3.38729,-0.670259,-0.519911,6.96606,3.2185,-0.0431772,-1.75963,
0.0591,0.610253,0.876635,17.4157,7.38232,-0.0834496,-3.33561,-0.669565,-0.51959,6.94237,3.20944,-0.0433504,-1.73278,
0.0592,0.611995,0.877378,17.429,7.42883,-0.0837883,-3.38683,-0.668871,-0.519271,6.93547,3.18527,-0.0435264,-1.75939,
0.0593,0.613743,0.878122,17.4738,7.44593,-0.0841219,-3.33607,-0.66818,-0.518954,6.91222,3.17639,-0.0436997,-1.73302,
0.0594,0.615491,0.878872,17.4868,7.49154,-0.0844605,-3.38636,-0.667489,-0.518638,6.90544,3.1527,-0.0438756,-1.75915,
0.0595,0.617245,0.879622,17.5307,7.50828,-0.0847942,-3.33655,-0.666801,-0.518324,6.88264,3.144,-0.0440489,-1.73327,
0.0596,0.618999,0.880378,17.5435,7.55297,-0.0851328,-3.38588,-0.666114,-0.518012,6.87598,3.12079,-0.0442248,-1.7589,
0.0597,0.620758,0.881135,17.5865,7.56935,-0.0854665,-3.33703,-0.665428,-0.517701,6.85364,3.11228,-0.0443982,-1.73352,
0.0598,0.622517,0.881896,17.5991,7.61311,-0.085805,-3.38539,-0.664744,-0.517392,6.84711,3.08954,-0.044574,-1.75865,
0.0599,0.624282,0.882659,17.6412,7.62912,-0.0861388,-3.33751,-0.664061,-0.517084,6.82524,3.08123,-0.0447474,-1.73377,
0.06,0.626047,0.883426,17.6535,7.67194,-0.0864772,-3.3849,-0.663379,-0.516778,6.81883,3.05898,-0.0449232,-1.75839,
0.0601,0.627816,0.884195,17.6947,7.68759,-0.086811,-3.33801,-0.662699,-0.516473,6.79743,3.05085,-0.0450966,-1.73403,
0.0602,0.629587,0.884968,17.7068,7.72946,-0.0871495,-3.3844,-0.66202,-0.51617,6.79116,3.0291,-0.0452725,-1.75813,
0.0603,0.631362,0.885742,17.7471,7.74473,-0.0874833,-3.33851,-0.661343,-0.515868,6.77023,3.02117,-0.0454459,-1.73429,
0.0604,0.633138,0.886521,17.7589,7.78564,-0.0878217,-3.3839,-0.660667,-0.515568,6.76409,2.99992,-0.0456217,-1.75787,
0.0605,0.634918,0.887301,17.7983,7.80054,-0.0881556,-3.33902,-0.659992,-0.515268,6.74364,2.99218,-0.0457951,-1.73456,
0.0606,0.636699,0.888085,17.8098,7.84048,-0.088494,-3.38339,-0.659319,-0.514971,6.73764,2.97143,-0.0459709,-1.7576,
0.0607,0.638483,0.88887,17.8483,7.855,-0.0888279,-3.33953,-0.658647,-0.514675,6.71768,2.96389,-0.0461444,-1.73482,
0.0608,0.640269,0.88966,17.8596,7.89396,-0.0891662,-3.38287,-0.657976,-0.51438,6.71181,2.94365,-0.0463201,-1.75734,
0.0609,0.642059,0.890451,17.897,7.9081,-0.0895002,-3.34005,-0.657307,-0.514087,6.69234,2.9363,-0.0464936,-1.73509,
0.061,0.643852,0.891243,17.934,7.92205,-0.08983,-3.29776,-0.656639,-0.513794,6.67312,2.92906,-0.0466649,-1.71312,
0.0611,0.645647,0.892039,17.9449,7.95952,-0.0901639,-3.33953,-0.655972,-0.513503,6.66746,2.90959,-0.0468384,-1.73482,
0.0612,0.647445,0.892836,17.981,7.97309,-0.0904938,-3.29829,-0.655308,-0.513213,6.64874,2.90254,-0.0470098,-1.7134,
0.0613,0.649244,0.893637,17.9916,8.00955,-0.0908277,-3.33899,-0.654643,-0.512924,6.64322,2.8836,-0.0471832,-1.73454,
0.0614,0.651047,0.894439,18.0267,8.02273,-0.0911576,-3.29883,-0.653981,-0.512637,6.62501,2.87675,-0.0473546,-1.71368,
0.0615,0.652851,0.895245,18.037,8.05818,-0.0914914,-3.33845,-0.653319,-0.512351,6.61963,2.85834,-0.047528,-1.73426,
0.0616,0.654658,0.896052,18.0711,8.07098,-0.0918213,-3.29938,-0.652659,-0.512066,6.60192,2.85169,-0.0476994,-1.71396,
0.0617,0.656466,0.896863,18.0812,8.10541,-0.0921551,-3.33791,-0.651999,-0.511782,6.59669,2.83381,-0.0478728,-1.73398,
0.0618,0.658277,0.897675,18.1143,8.11781,-0.0924851,-3.29993,-0.651341,-0.5115,6.5795,2.82736,-0.0480442,-1.71425,
0.0619,0.66009,0.89849,18.124,8.15121,-0.0928189,-3.33735,-0.650684,-0.511219,6.57441,2.81001,-0.0482176,-1.73369,
0.062,0.661905,0.899306,18.1561,8.16322,-0.0931489,-3.30048,-0.650028,-0.510938,6.55774,2.80378,-0.048389,-1.71454,
0.0621,0.663722,0.900126,18.1656,8.19558,-0.0934826,-3.3368,-0.649373,-0.510659,6.55281,2.78696,-0.0485624,-1.7334,
0.0622,0.665541,0.900946,18.1967,8.20719,-0.0938127,-3.30104,-0.648719,-0.510381,6.53666,2.78093,-0.0487339,-1.71483,
0.0623,0.667364,0.901768,18.2273,8.21861,-0.0941393,-3.26585,-0.648067,-0.510104,6.52077,2.775,-0.0489035,-1.69655,
0.0624,0.669188,0.902593,18.2364,8.2494,-0.0944693,-3.30047,-0.647415,-0.509828,6.51606,2.75901,-0.049075,-1.71453,
0.0625,0.671014,0.903419,18.2659,8.26042,-0.094796,-3.26642,-0.646765,-0.509553,6.50071,2.75328,-0.0492447,-1.69684,
0.0626,0.672842,0.904248,18.2747,8.29014,-0.095126,-3.2999,-0.646115,-0.509279,6.49615,2.73784,-0.0494161,-1.71423,
0.0627,0.674672,0.905078,18.3032,8.30077,-0.0954527,-3.267,-0.645467,-0.509006,6.48133,2.73232,-0.0495858,-1.69714,
0.0628,0.676503,0.905911,18.3117,8.32943,-0.0957826,-3.29932,-0.64482,-0.508734,6.47693,2.71743,-0.0497572,-1.71393,
0.0629,0.678337,0.906745,18.3392,8.33965,-0.0961093,-3.26758,-0.644173,-0.508463,6.46265,2.71212,-0.0499269,-1.69744,
0.063,0.680172,0.907582,18.3474,8.36724,-0.0964392,-3.29874,-0.643528,-0.508193,6.4584,2.69779,-0.0500983,-1.71363,
0.0631,0.682009,0.90842,18.3738,8.37706,-0.096766,-3.26817,-0.642883,-0.507924,6.44466,2.69269,-0.0502681,-1.69775,
0.0632,0.683848,0.90926,18.3817,8.40357,-0.0970958,-3.29815,-0.642239,-0.507656,6.44057,2.67892,-0.0504394,-1.71332,
0.0633,0.685688,0.910101,18.4071,8.41298,-0.0974227,-3.26876,-0.641596,-0.507388,6.42738,2.67403,-0.0506092,-1.69806,
0.0634,0.687531,0.910943,18.432,8.42219,-0.0977467,-3.23996,-0.640955,-0.507121,6.41445,2.66924,-0.0507775,-1.6831,
0.0635,0.689375,0.911788,18.4394,8.44707,-0.0980735,-3.26816,-0.640314,-0.506856,6.41061,2.65632,-0.0509473,-1.69775,
0.0636,0.691222,0.912634,18.4632,8.45588,-0.0983976,-3.24056,-0.639674,-0.506591,6.39824,2.65174,-0.0511156,-1.68341,
0.0637,0.693069,0.913482,18.4703,8.47967,-0.0987243,-3.26756,-0.639034,-0.506327,6.39455,2.63939,-0.0512854,-1.69743,
0.0638,0.694918,0.914331,18.493,8.48806,-0.0990485,-3.24117,-0.638396,-0.506063,6.38274,2.63502,-0.0514537,-1.68372,
0.0639,0.696768,0.915182,18.4998,8.51075,-0.0993752,-3.26695,-0.637758,-0.505801,6.37922,2.62324,-0.0516235,-1.69712,
0.064,0.69862,0.916033,18.5215,8.51874,-0.0996993,-3.24178,-0.637121,-0.505539,6.36796,2.61909,-0.0517919,-1.68404,
0.0641,0.700473,0.916887,18.5279,8.54032,-0.100026,-3.26634,-0.636485,-0.505278,6.3646,2.60788,-0.0519615,-1.6968,
0.0642,0.702328,0.917742,18.5485,8.5479,-0.10035,-3.24239,-0.63585,-0.505018,6.3539,2.60394,-0.05213,-1.68436,
0.0643,0.704185,0.918598,18.5686,8.55527,-0.100672,-3.21906,-0.635215,-0.504758,6.34349,2.60011,-0.0522972,-1.67224,
0.0644,0.706042,0.919455,18.5746,8.57519,-0.100996,-3.24177,-0.634581,-0.504499,6.34038,2.58977,-0.0524656,-1.68404,
0.0645,0.707901,0.920314,18.5935,8.58215,-0.101318,-3.21968,-0.633948,-0.50424,6.33053,2.58615,-0.0526329,-1.67256,
0.0646,0.709761,0.921174,18.5992,8.60094,-0.101642,-3.24115,-0.633315,-0.503983,6.3276,2.57638,-0.0528012,-1.68371,
0.0647,0.711623,0.922034,18.617,8.6075,-0.101964,-3.22031,-0.632684,-0.503725,6.31831,2.57298,-0.0529685,-1.67289,
0.0648,0.713485,0.922897,18.6224,8.62517,-0.102288,-3.24052,-0.632052,-0.503469,6.31555,2.5638,-0.0531369,-1.68339,
0.0649,0.715349,0.92376,18.6391,8.63131,-0.102611,-3.22094,-0.631421,-0.503213,6.30683,2.56061,-0.0533042,-1.67321,
0.065,0.717214,0.924625,18.6441,8.64785,-0.102935,-3.23989,-0.630791,-0.502958,6.30424,2.55202,-0.0534725,-1.68306,
0.0651,0.71908,0.92549,18.6598,8.65358,-0.103257,-3.22157,-0.630161,-0.502703,6.2961,2.54904,-0.0536398,-1.67354,
0.0652,0.720947,0.926356,18.6749,8.6591,-0.103577,-3.20389,-0.629533,-0.502448,6.28824,2.54617,-0.0538063,-1.66436,
0.0653,0.722815,0.927223,18.6794,8.67395,-0.103899,-3.22093,-0.628904,-0.502194,6.28591,2.53846,-0.0539736,-1.67321,
0.0654,0.724684,0.928091,18.6934,8.67906,-0.10422,-3.20453,-0.628276,-0.501941,6.27863,2.53581,-0.0541401,-1.66469,
0.0655,0.726554,0.928961,18.6976,8.69277,-0.104542,-3.22029,-0.627648,-0.501688,6.27648,2.52868,-0.0543074,-1.67288,
0.0656,0.728425,0.92983,18.7105,8.69746,-0.104862,-3.20517,-0.627021,-0.501435,6.26977,2.52624,-0.0544739,-1.66503,
0.0657,0.730298,0.930701,18.7228,8.70195,-0.105181,-3.1907,-0.626395,-0.501183,6.26336,2.52391,-0.0546396,-1.65751,
0.0658,0.73217,0.931572,18.7265,8.71395,-0.105502,-3.20453,-0.625769,-0.500931,6.26147,2.51768,-0.0548061,-1.66469,
0.0659,0.734044,0.932444,18.7377,8.71803,-0.105821,-3.19135,-0.625143,-0.500679,6.25564,2.51556,-0.0549719,-1.65784,
0.066,0.735919,0.933316,18.7483,8.7219,-0.106139,-3.17883,-0.624518,-0.500428,6.2501,2.51355,-0.055137,-1.65134,
0.0661,0.737794,0.934189,18.7515,8.73218,-0.106458,-3.1907,-0.623894,-0.500177,6.24848,2.50821,-0.0553027,-1.65751,
0.0662,0.73967,0.935063,18.761,8.73563,-0.106776,-3.17948,-0.623269,-0.499927,6.24352,2.50642,-0.0554679,-1.65168,
0.0663,0.741546,0.935937,18.7638,8.74476,-0.107095,-3.19004,-0.622645,-0.499676,6.24207,2.50167,-0.0556336,-1.65716,
0.0664,0.743424,0.936812,18.7722,8.74781,-0.107413,-3.18014,-0.622021,-0.499426,6.2377,2.50009,-0.0557988,-1.65202,
0.0665,0.745302,0.937687,18.7801,8.75065,-0.10773,-3.17089,-0.621398,-0.499177,6.23363,2.49862,-0.0559636,-1.64722,
0.0666,0.74718,0.938563,18.7823,8.75805,-0.108048,-3.17948,-0.620775,-0.498927,6.23245,2.49477,-0.0561287,-1.65168,
0.0667,0.749059,0.939439,18.789,8.76048,-0.108365,-3.17156,-0.620152,-0.498678,6.22896,2.49351,-0.0562935,-1.64756,
0.0668,0.750938,0.940315,18.7952,8.7627,-0.108681,-3.1643,-0.619529,-0.498429,6.22577,2.49236,-0.0564579,-1.64379,
0.0669,0.752818,0.941192,18.8008,8.76471,-0.108997,-3.15771,-0.618907,-0.498179,6.22287,2.49131,-0.0566219,-1.64037,
0.067,0.754699,0.942069,18.8023,8.76981,-0.109314,-3.16363,-0.618285,-0.497931,6.22206,2.48866,-0.0567862,-1.64345,
0.0671,0.756579,0.942946,18.8068,8.77141,-0.109629,-3.15837,-0.617663,-0.497682,6.21974,2.48783,-0.0569503,-1.64071,
0.0672,0.75846,0.943823,18.8107,8.7728,-0.109945,-3.15378,-0.617041,-0.497433,6.21773,2.48711,-0.0571141,-1.63833,
0.0673,0.760342,0.9447,18.814,8.774,-0.11026,-3.14986,-0.616419,-0.497184,6.21601,2.48649,-0.0572778,-1.63629,
0.0674,0.762223,0.945578,18.8167,8.77498,-0.110574,-3.14662,-0.615798,-0.496936,6.21458,2.48598,-0.0574412,-1.63461,
0.0675,0.764105,0.946456,18.8189,8.77576,-0.110889,-3.14404,-0.615176,-0.496687,6.21345,2.48557,-0.0576046,-1.63327,
0.0676,0.765987,0.947333,18.8205,8.77634,-0.111203,-3.14214,-0.614555,-0.496439,6.21262,2.48527,-0.0577678,-1.63228,
0.0677,0.767869,0.948211,18.8215,8.77671,-0.111517,-3.14091,-0.613934,-0.49619,6.21208,2.48508,-0.057931,-1.63164,
0.0678,0.769752,0.949089,18.822,8.77687,-0.111831,-3.14036,-0.613313,-0.495942,6.21184,2.48499,-0.0580941,-1.63135,
0.0679,0.771634,0.949966,18.822,8.77687,-0.112145,-3.14036,-0.612692,-0.495693,6.21184,2.48499,-0.0582572,-1.63135,
0.068,0.773516,0.950844,18.822,8.77687,-0.112459,-3.14036,-0.61207,-0.495445,6.21184,2.48499,-0.0584204,-1.63135,
0.0681,0.775398,0.951722,18.822,8.77687,-0.112773,-3.14036,-0.611449,-0.495196,6.21184,2.48499,-0.0585835,-1.63135,
0.0682,0.77728,0.952599,18.822,8.77687,-0.113087,-3.14036,-0.610828,-0.494948,6.21184,2.48499,-0.0587466,-1.63135,
0.0683,0.779163,0.953477,18.822,8.77687,-0.113401,-3.14036,-0.610207,-0.494699,6.21184,2.48499,-0.0589098,-1.63135,
0.0684,0.781045,0.954355,18.822,8.77687,-0.113715,-3.14036,-0.609586,-0.494451,6.21184,2.48499,-0.0590729,-1.63135,
0.0685,0.782927,0.955232,18.822,8.77687,-0.114029,-3.14036,-0.608965,-0.494202,6.21184,2.48499,-0.059236,-1.63135,
0.0686,0.784809,0.95611,18.822,8.77687,-0.114343,-3.14036,-0.608343,-0.493954,6.21184,2.48499,-0.0593992,-1.63135,
0.0687,0.786691,0.956988,18.822,8.77687,-0.114657,-3.14036,-0.607722,-0.493705,6.21184,2.48499,-0.0595623,-1.63135,
0.0688,0.788574,0.957865,18.822,8.77687,-0.114971,-3.14036,-0.607101,-0.493457,6.21184,2.48499,-0.0597254,-1.63135,
0.0689,0.790456,0.958743,18.822,8.77687,-0.115286,-3.14036,-0.60648,-0.493208,6.21184,2.48499,-0.0598886,-1.63135,
0.069,0.792338,0.959621,18.822,8.77687,-0.1156,-3.14036,-0.605859,-0.49296,6.21184,2.48499,-0.0600517,-1.63135,
0.0691,0.79422,0.960499,18.822,8.77687,-0.115914,-3.14036,-0.605237,-0.492711,6.21184,2.48499,-0.0602149,-1.63135,
0.0692,0.796102,0.961376,18.822,8.77687,-0.116228,-3.14036,-0.604616,-0.492463,6.21184,2.48499,-0.060378,-1.63135,
0.0693,0.797985,0.962254,18.822,8.77687,-0.116542,-3.14036,-0.603995,-0.492214,6.21184,2.48499,-0.0605411,-1.63135,
0.0694,0.799867,0.963132,18.822,8.77687,-0.116856,-3.14036,-0.603374,-0.491966,6.21184,2.48499,-0.0607043,-1.63135,
0.0695,0.801749,0.964009,18.822,8.77687,-0.11717,-3.14036,-0.602753,-0.491717,6.21184,2.48499,-0.0608674,-1.63135,
0.0696,0.803631,0.964887,18.822,8.77687,-0.117484,-3.14036,-0.602132,-0.491469,6.21184,2.48499,-0.0610305,-1.63135,
0.0697,0.805513,0.965765,18.822,8.77687,-0.117798,-3.14036,-0.60151,-0.49122,6.21184,2.48499,-0.0611937,-1.63135,
0.0698,0.807396,0.966642,18.822,8.77687,-0.118112,-3.14036,-0.600889,-0.490972,6.21184,2.48499,-0.0613568,-1.63135,
0.0699,0.809278,0.96752,18.822,8.77687,-0.118426,-3.14036,-0.600268,-0.490723,6.21184,2.48499,-0.0615199,-1.63135,
0.07,0.81116,0.968398,18.822,8.77687,-0.11874,-3.14036,-0.599647,-0.490475,6.21184,2.48499,-0.0616831,-1.63135,
0.0701,0.813042,0.969275,18.822,8.77687,-0.119054,-3.14036,-0.599026,-0.490226,6.21184,2.48499,-0.0618462,-1.63135,
0.0702,0.814924,0.970153,18.822,8.77687,-0.119368,-3.14036,-0.598404,-0.489978,6.21184,2.48499,-0.0620093,-1.63135,
0.0703,0.816807,0.971031,18.822,8.77687,-0.119682,-3.14036,-0.597783,-0.489729,6.21184,2.48499,-0.0621725,-1.63135,
0.0704,0.818689,0.971908,18.822,8.77687,-0.119996,-3.14036,-0.597162,-0.489481,6.21184,2.48499,-0.0623356,-1.63135,
0.0705,0.820571,0.972786,18.822,8.77687,-0.12031,-3.14036,-0.596541,-0.489232,6.21184,2.48499,-0.0624987,-1.63135,
0.0706,0.822453,0.973664,18.822,8.77687,-0.120624,-3.14036,-0.59592,-0.488984,6.21184,2.48499,-0.0626619,-1.63135,
0.0707,0.824335,0.974541,18.822,8.77687,-0.120938,-3.14036,-0.595298,-0.488735,6.21184,2.48499,-0.062825,-1.63135,
0.0708,0.826218,0.975419,18.822,8.77687,-0.121252,-3.14036,-0.594677,-0.488487,6.21184,2.48499,-0.0629882,-1.63135,
0.0709,0.8281,0.976297,18.822,8.77687,-0.121566,-3.14036,-0.594056,-0.488238,6.21184,2.48499,-0.0631513,-1.63135,
0.071,0.829982,0.977175,18.822,8.77687,-0.12188,-3.14036,-0.593435,-0.48799,6.21184,2.48499,-0.0633144,-1.63135,
0.0711,0.831864,0.978052,18.822,8.77687,-0.122194,-3.14036,-0.592814,-0.487741,6.21184,2.48499,-0.0634776,-1.63135,
0.0712,0.833746,0.97893,18.822,8.77687,-0.122508,-3.14036,-0.592193,-0.487493,6.21184,2.48499,-0.0636407,-1.63135,
0.0713,0.835629,0.979808,18.822,8.77687,-0.122822,-3.14036,-0.591571,-0.487244,6.21184,2.48499,-0.0638038,-1.63135,
0.0714,0.837511,0.980685,18.822,8.77687,-0.123136,-3.14036,-0.59095,-0.486996,6.21184,2.48499,-0.063967,-1.63135,
0.0715,0.839393,0.981563,18.822,8.77687,-0.12345,-3.14036,-0.590329,-0.486747,6.21184,2.48499,-0.0641301,-1.63135,
0.0716,0.841275,0.982441,18.822,8.77687,-0.123764,-3.14036,-0.589708,-0.486499,6.21184,2.48499,-0.0642932,-1.63135,
0.0717,0.843157,0.983318,18.822,8.77687,-0.124079,-3.14036,-0.589087,-0.48625,6.21184,2.48499,-0.0644564,-1.63135,
0.0718,0.84504,0.984196,18.822,8.77687,-0.124393,-3.14036,-0.588465,-0.486002,6.21184,2.48499,-0.0646195,-1.63135,
0.0719,0.846922,0.985074,18.822,8.77687,-0.124707,-3.14036,-0.587844,-0.485753,6.21184,2.48499,-0.0647826,-1.63135,
0.072,0.848804,0.985951,18.822,8.77687,-0.125021,-3.14036,-0.587223,-0.485505,6.21184,2.48499,-0.0649458,-1.63135,
0.0721,0.850686,0.986829,18.822,8.77687,-0.125335,-3.14036,-0.586602,-0.485256,6.21184,2.48499,-0.0651089,-1.63135,
0.0722,0.852568,0.987707,18.822,8.77687,-0.125649,-3.14036,-0.585981,-0.485008,6.21184,2.48499,-0.0652721,-1.63135,
0.0723,0.854451,0.988584,18.822,8.77687,-0.125963,-3.14036,-0.58536,-0.484759,6.21184,2.48499,-0.0654352,-1.63135,
0.0724,0.856333,0.989462,18.822,8.77687,-0.126277,-3.14036,-0.584738,-0.484511,6.21184,2.48499,-0.0655983,-1.63135,
0.0725,0.858215,0.99034,18.822,8.77687,-0.126591,-3.14036,-0.584117,-0.484262,6.21184,2.48499,-0.0657615,-1.63135,
0.0726,0.860097,0.991218,18.822,8.77687,-0.126905,-3.14036,-0.583496,-0.484014,6.21184,2.48499,-0.0659246,-1.63135,
0.0727,0.861979,0.992095,18.822,8.77687,-0.127219,-3.14036,-0.582875,-0.483765,6.21184,2.48499,-0.0660877,-1.63135,
0.0728,0.863862,0.992973,18.822,8.77687,-0.127533,-3.14036,-0.582254,-0.483517,6.21184,2.48499,-0.0662509,-1.63135,
0.0729,0.865744,0.993851,18.822,8.77687,-0.127847,-3.14036,-0.581632,-0.483268,6.21184,2.48499,-0.066414,-1.63135,
0.073,0.867626,0.994728,18.822,8.77687,-0.128161,-3.14036,-0.581011,-0.48302,6.21184,2.48499,-0.0665771,-1.63135,
0.0731,0.869508,0.995606,18.822,8.77687,-0.128475,-3.14036,-0.58039,-0.482771,6.21184,2.48499,-0.0667403,-1.63135,
0.0732,0.87139,0.996484,18.822,8.77687,-0.128789,-3.14036,-0.579769,-0.482523,6.21184,2.48499,-0.0669034,-1.63135,
0.0733,0.873273,0.997361,18.822,8.77687,-0.129103,-3.14036,-0.579148,-0.482274,6.21184,2.48499,-0.0670665,-1.63135,
0.0734,0.875155,0.998239,18.822,8.77687,-0.129417,-3.14036,-0.578527,-0.482026,6.21184,2.48499,-0.0672297,-1.63135,
0.0735,0.877037,0.999117,18.822,8.77687,-0.129731,-3.14036,-0.577905,-0.481777,6.21184,2.48499,-0.0673928,-1.63135,
0.0736,0.878919,0.999994,18.822,8.77687,-0.130045,-3.14036,-0.577284,-0.481529,6.21184,2.48499,-0.0675559,-1.63135,
0.0737,0.880801,1.00087,18.822,8.77687,-0.130359,-3.14036,-0.576663,-0.48128,6.21184,2.48499,-0.0677191,-1.63135,
0.0738,0.882684,1.00175,18.822,8.77687,-0.130673,-3.14036,-0.576042,-0.481032,6.21184,2.48499,-0.0678822,-1.63135,
0.0739,0.884566,1.00263,18.822,8.77687,-0.130987,-3.14036,-0.575421,-0.480783,6.21184,2.48499,-0.0680454,-1.63135,
0.074,0.886448,1.00351,18.822,8.77687,-0.131301,-3.14036,-0.574799,-0.480535,6.21184,2.48499,-0.0682085,-1.63135,
0.0741,0.88833,1.00438,18.822,8.77687,-0.131615,-3.14036,-0.574178,-0.480286,6.21184,2.48499,-0.0683716,-1.63135,
0.0742,0.890212,1.00526,18.822,8.77687,-0.131929,-3.14036,-0.573557,-0.480038,6.21184,2.48499,-0.0685348,-1.63135,
0.0743,0.892095,1.00614,18.822,8.77687,-0.132243,-3.14036,-0.572936,-0.479789,6.21184,2.48499,-0.0686979,-1.63135,
0.0744,0.893977,1.00702,18.822,8.77687,-0.132557,-3.14036,-0.572315,-0.479541,6.21184,2.48499,-0.068861,-1.63135,
0.0745,0.895859,1.00789,18.822,8.77687,-0.132872,-3.14036,-0.571693,-0.479292,6.21184,2.48499,-0.0690242,-1.63135,
0.0746,0.897741,1.00877,18.822,8.77687,-0.133186,-3.14036,-0.571072,-0.479044,6.21184,2.48499,-0.0691873,-1.63135,
0.0747,0.899623,1.00965,18.822,8.77687,-0.1335,-3.14036,-0.570451,-0.478795,6.21184,2.48499,-0.0693504,-1.63135,
0.0748,0.901506,1.01053,18.822,8.77687,-0.133814,-3.14036,-0.56983,-0.478547,6.21184,2.48499,-0.0695136,-1.63135,
0.0749,0.903388,1.0114,18.822,8.77687,-0.134128,-3.14036,-0.569209,-0.478298,6.21184,2.48499,-0.0696767,-1.63135,
0.075,0.90527,1.01228,18.822,8.77687,-0.134442,-3.14036,-0.568588,-0.47805,6.21184,2.48499,-0.0698398,-1.63135,
0.0751,0.907152,1.01316,18.822,8.77687,-0.134756,-3.14036,-0.567966,-0.477801,6.21184,2.48499,-0.070003,-1.63135,
0.0752,0.909034,1.01404,18.822,8.77687,-0.13507,-3.14036,-0.567345,-0.477553,6.21184,2.48499,-0.0701661,-1.63135,
0.0753,0.910917,1.01492,18.822,8.77687,-0.135384,-3.14036,-0.566724,-0.477304,6.21184,2.48499,-0.0703293,-1.63135,
0.0754,0.912799,1.01579,18.822,8.77687,-0.135698,-3.14036,-0.566103,-0.477056,6.21184,2.48499,-0.0704924,-1.63135,
0.0755,0.914681,1.01667,18.822,8.77687,-0.136012,-3.14036,-0.565482,-0.476807,6.21184,2.48499,-0.0706555,-1.63135,
0.0756,0.916563,1.01755,18.822,8.77687,-0.136326,-3.14036,-0.56486,-0.476559,6.21184,2.48499,-0.0708187,-1.63135,
0.0757,0.918445,1.01843,18.822,8.77687,-0.13664,-3.14036,-0.564239,-0.47631,6.21184,2.48499,-0.0709818,-1.63135,
0.0758,0.920328,1.0193,18.822,8.77687,-0.136954,-3.14036,-0.563618,-0.476062,6.21184,2.48499,-0.0711449,-1.63135,
0.0759,0.92221,1.02018,18.822,8.77687,-0.137268,-3.14036,-0.562997,-0.475813,6.21184,2.48499,-0.0713081,-1.63135,
0.076,0.924092,1.02106,18.822,8.77687,-0.137582,-3.14036,-0.562376,-0.475565,6.21184,2.48499,-0.0714712,-1.63135,
0.0761,0.925974,1.02194,18.822,8.77687,-0.137896,-3.14036,-0.561755,-0.475316,6.21184,2.48499,-0.0716343,-1.63135,
0.0762,0.927856,1.02281,18.822,8.77687,-0.13821,-3.14036,-0.561133,-0.475068,6.21184,2.48499,-0.0717975,-1.63135,
0.0763,0.929739,1.02369,18.822,8.77687,-0.138524,-3.14036,-0.560512,-0.474819,6.21184,2.48499,-0.0719606,-1.63135,
0.0764,0.931621,1.02457,18.822,8.77687,-0.138838,-3.14036,-0.559891,-0.474571,6.21184,2.48499,-0.0721237,-1.63135,
0.0765,0.933503,1.02545,18.822,8.77687,-0.139152,-3.14036,-0.55927,-0.474322,6.21184,2.48499,-0.0722869,-1.63135,
0.0766,0.935385,1.02633,18.822,8.77687,-0.139466,-3.14036,-0.558649,-0.474074,6.21184,2.48499,-0.07245,-1.63135,
0.0767,0.937267,1.0272,18.822,8.77687,-0.13978,-3.14036,-0.558027,-0.473825,6.21184,2.48499,-0.0726131,-1.63135,
0.0768,0.93915,1.02808,18.822,8.77687,-0.140094,-3.14036,-0.557406,-0.473577,6.21184,2.48499,-0.0727763,-1.63135,
0.0769,0.941032,1.02896,18.822,8.77687,-0.140408,-3.14036,-0.556785,-0.473328,6.21184,2.48499,-0.0729394,-1.63135,
0.077,0.942914,1.02984,18.822,8.77687,-0.140722,-3.14036,-0.556164,-0.47308,6.21184,2.48499,-0.0731026,-1.63135,
0.0771,0.944796,1.03071,18.822,8.77687,-0.141036,-3.14036,-0.555543,-0.472831,6.21184,2.48499,-0.0732657,-1.63135,
0.0772,0.946678,1.03159,18.822,8.77687,-0.14135,-3.14036,-0.554922,-0.472583,6.21184,2.48499,-0.0734288,-1.63135,
