,Ball 0,,,,,,Ball 1,,,,,,
,m:,1.2,,,,,m:,2.31,,,,,
,r:,1,,,,,r:,1,,,,,
,k:,980,,,,,k:,980,,,,,
,rot: ,true,,,,,,,,,,,
,u_k: ,0.5,,,,,,,,,,,
t,s_x,s_y,v_x,v_y,theta,w,s_x,s_y,v_x,v_y,theta,w,
0.0723,1.23269,0.00220935,16.5212,0.369117,-0.0045655,-0.726147,2.10189,-1.62115,0.300655,-0.191749,-0.00237169,-0.377219,
0.0724,1.23434,0.00224668,16.5153,0.373297,-0.00463886,-0.733599,2.10192,-1.62117,0.303725,-0.19392,-0.0024098,-0.381091,
0.0725,1.23599,0.00228443,16.5094,0.377501,-0.00471297,-0.741083,2.10195,-1.62119,0.306808,-0.196104,-0.00244829,-0.384978,
0.0726,1.23764,0.0023226,16.5034,0.381728,-0.00478783,-0.748597,2.10198,-1.62121,0.309903,-0.1983,-0.00248718,-0.388881,
0.0727,1.23929,0.0023612,16.4975,0.385979,-0.00486344,-0.756141,2.10202,-1.62123,0.31301,-0.200509,-0.00252646,-0.3928,
0.0728,1.24094,0.00240023,16.4915,0.390254,-0.00493981,-0.763716,2.10205,-1.62125,0.316129,-0.202729,-0.00256614,-0.396735,
0.0729,1.24259,0.00243968,16.4854,0.394552,-0.00501694,-0.771321,2.10208,-1.62127,0.319259,-0.204962,-0.0026062,-0.400686,
0.073,1.24424,0.00247957,16.4794,0.398873,-0.00509484,-0.778956,2.10211,-1.62129,0.322402,-0.207207,-0.00264667,-0.404652,
0.0731,1.24588,0.00251989,16.4733,0.403218,-0.0051735,-0.786621,2.10214,-1.62131,0.325556,-0.209464,-0.00268753,-0.408634,
0.0732,1.24753,0.00256065,16.4672,0.407586,-0.00525293,-0.794315,2.10218,-1.62133,0.328722,-0.211733,-0.0027288,-0.412631,
0.0733,1.24918,0.00260185,16.4611,0.411978,-0.00533314,-0.80204,2.10221,-1.62135,0.331899,-0.214015,-0.00277046,-0.416644,
0.0734,1.25082,0.00264349,16.455,0.416393,-0.00541412,-0.809794,2.10224,-1.62137,0.335089,-0.216308,-0.00281253,-0.420672,
0.0735,1.25247,0.00268557,16.4488,0.420832,-0.00549587,-0.817578,2.10228,-1.6214,0.338289,-0.218614,-0.002855,-0.424716,
0.0736,1.25411,0.0027281,16.4426,0.425293,-0.00557841,-0.825391,2.10231,-1.62142,0.341501,-0.220932,-0.00289788,-0.428774,
0.0737,1.25576,0.00277108,16.4364,0.429779,-0.00566174,-0.833233,2.10235,-1.62144,0.344725,-0.223262,-0.00294116,-0.432848,
0.0738,1.2574,0.00281451,16.4302,0.434287,-0.00574585,-0.841105,2.10238,-1.62146,0.34796,-0.225604,-0.00298486,-0.436937,
0.0739,1.25904,0.00285839,16.4239,0.438819,-0.00583075,-0.849005,2.10242,-1.62148,0.351206,-0.227958,-0.00302896,-0.441042,
0.074,1.26068,0.00290273,16.4177,0.443374,-0.00591644,-0.856935,2.10245,-1.62151,0.354463,-0.230324,-0.00307348,-0.445161,
0.0741,1.26232,0.00294752,16.4114,0.447952,-0.00600293,-0.864893,2.10249,-1.62153,0.357731,-0.232702,-0.0031184,-0.449295,
0.0742,1.26396,0.00299278,16.4051,0.452554,-0.00609022,-0.87288,2.10252,-1.62155,0.361011,-0.235093,-0.00316375,-0.453444,
0.0743,1.2656,0.00303849,16.3987,0.457178,-0.00617831,-0.880895,2.10256,-1.62158,0.364302,-0.237495,-0.00320951,-0.457608,
0.0744,1.26724,0.00308468,16.3924,0.461826,-0.0062672,-0.888939,2.1026,-1.6216,0.367603,-0.23991,-0.00325569,-0.461787,
0.0745,1.26888,0.00313133,16.386,0.466497,-0.0063569,-0.897011,2.10263,-1.62163,0.370916,-0.242336,-0.00330229,-0.46598,
0.0746,1.27052,0.00317845,16.3796,0.471191,-0.00644741,-0.905112,2.10267,-1.62165,0.374239,-0.244775,-0.00334931,-0.470188,
0.0747,1.27216,0.00322604,16.3732,0.475909,-0.00653874,-0.91324,2.10271,-1.62168,0.377573,-0.247225,-0.00339675,-0.474411,
0.0748,1.27379,0.0032741,16.3667,0.480649,-0.00663088,-0.921397,2.10275,-1.6217,0.380918,-0.249688,-0.00344461,-0.478648,
0.0749,1.27543,0.00332264,16.3603,0.485413,-0.00672383,-0.929581,2.10278,-1.62173,0.384273,-0.252162,-0.0034929,-0.482899,
0.075,1.27706,0.00337166,16.3538,0.490199,-0.00681761,-0.937793,2.10282,-1.62175,0.387639,-0.254649,-0.00354162,-0.487165,
0.0751,1.2787,0.00342116,16.3473,0.495009,-0.00691222,-0.946033,2.10286,-1.62178,0.391016,-0.257147,-0.00359076,-0.491446,
0.0752,1.28033,0.00347115,16.3408,0.499841,-0.00700765,-0.9543,2.1029,-1.6218,0.394403,-0.259658,-0.00364034,-0.49574,
0.0753,1.28197,0.00352162,16.3342,0.504697,-0.00710391,-0.962595,2.10294,-1.62183,0.397801,-0.26218,-0.00369034,-0.500049,
0.0754,1.2836,0.00357258,16.3277,0.509575,-0.007201,-0.970917,2.10298,-1.62186,0.401209,-0.264714,-0.00374078,-0.504372,
0.0755,1.28523,0.00362402,16.3211,0.514477,-0.00729893,-0.979266,2.10302,-1.62188,0.404627,-0.267261,-0.00379165,-0.50871,
0.0756,1.28686,0.00367596,16.3145,0.519401,-0.00739769,-0.987642,2.10306,-1.62191,0.408055,-0.269819,-0.00384296,-0.513061,
0.0757,1.28849,0.0037284,16.3079,0.524348,-0.00749729,-0.996045,2.1031,-1.62194,0.411494,-0.272389,-0.0038947,-0.517426,
0.0758,1.29012,0.00378133,16.3012,0.529318,-0.00759774,-1.00448,2.10315,-1.62196,0.414943,-0.274971,-0.00394688,-0.521805,
0.0759,1.29175,0.00383476,16.2946,0.534311,-0.00769903,-1.01293,2.10319,-1.62199,0.418401,-0.277564,-0.0039995,-0.526198,
0.076,1.29338,0.00388869,16.2879,0.539327,-0.00780118,-1.02141,2.10323,-1.62202,0.42187,-0.28017,-0.00405256,-0.530605,
0.0761,1.29501,0.00394313,16.2812,0.544365,-0.00790417,-1.02992,2.10327,-1.62205,0.425349,-0.282787,-0.00410606,-0.535026,
0.0762,1.29664,0.00399807,16.2745,0.549427,-0.00800801,-1.03846,2.10332,-1.62208,0.428838,-0.285416,-0.00416001,-0.53946,
0.0763,1.29827,0.00405352,16.2678,0.554511,-0.00811272,-1.04702,2.10336,-1.62211,0.432336,-0.288057,-0.0042144,-0.543908,
0.0764,1.29989,0.00410949,16.261,0.559617,-0.00821828,-1.05561,2.1034,-1.62213,0.435844,-0.29071,-0.00426924,-0.548369,
0.0765,1.30152,0.00416596,16.2542,0.564746,-0.0083247,-1.06422,2.10345,-1.62216,0.439362,-0.293375,-0.00432452,-0.552844,
0.0766,1.30314,0.00422295,16.2474,0.569898,-0.00843199,-1.07286,2.10349,-1.62219,0.44289,-0.296051,-0.00438025,-0.557332,
0.0767,1.30477,0.00428046,16.2406,0.575073,-0.00854014,-1.08153,2.10353,-1.62222,0.446427,-0.298739,-0.00443644,-0.561834,
0.0768,1.30639,0.00433848,16.2338,0.58027,-0.00864916,-1.09022,2.10358,-1.62225,0.449973,-0.301439,-0.00449307,-0.566349,
0.0769,1.30801,0.00439703,16.227,0.585489,-0.00875906,-1.09894,2.10363,-1.62228,0.453529,-0.30415,-0.00455016,-0.570877,
0.077,1.30963,0.00445611,16.2201,0.590732,-0.00886982,-1.10768,2.10367,-1.62231,0.457095,-0.306874,-0.0046077,-0.575419,
0.0771,1.31125,0.00451571,16.2132,0.595996,-0.00898147,-1.11645,2.10372,-1.62235,0.460669,-0.309608,-0.0046657,-0.579974,
0.0772,1.31288,0.00457583,16.2063,0.601283,-0.00909399,-1.12524,2.10376,-1.62238,0.464253,-0.312355,-0.00472415,-0.584541,
0.0773,1.3145,0.00463649,16.1994,0.606593,-0.0092074,-1.13406,2.10381,-1.62241,0.467847,-0.315113,-0.00478306,-0.589122,
0.0774,1.31611,0.00469769,16.1925,0.611924,-0.00932169,-1.1429,2.10386,-1.62244,0.471449,-0.317883,-0.00484244,-0.593716,
0.0775,1.31773,0.00475941,16.1855,0.617279,-0.00943687,-1.15177,2.1039,-1.62247,0.47506,-0.320664,-0.00490227,-0.598322,
0.0776,1.31935,0.00482168,16.1785,0.622655,-0.00955293,-1.16066,2.10395,-1.6225,0.478681,-0.323457,-0.00496256,-0.602942,
0.0777,1.32097,0.00488448,16.1716,0.628054,-0.00966989,-1.16958,2.104,-1.62254,0.48231,-0.326262,-0.00502332,-0.607574,
0.0778,1.32258,0.00494783,16.1645,0.633475,-0.00978774,-1.17852,2.10405,-1.62257,0.485949,-0.329078,-0.00508454,-0.612219,
0.0779,1.3242,0.00501172,16.1575,0.638918,-0.00990649,-1.18749,2.1041,-1.6226,0.489596,-0.331905,-0.00514623,-0.616877,
0.078,1.32582,0.00507616,16.1505,0.644383,-0.0100261,-1.19648,2.10415,-1.62264,0.493252,-0.334745,-0.00520838,-0.621547,
0.0781,1.32743,0.00514115,16.1434,0.649871,-0.0101467,-1.20549,2.1042,-1.62267,0.496916,-0.337595,-0.00527101,-0.62623,
0.0782,1.32904,0.00520669,16.1364,0.655381,-0.0102681,-1.21453,2.10425,-1.6227,0.50059,-0.340457,-0.0053341,-0.630925,
0.0783,1.33066,0.00527278,16.1293,0.660912,-0.0103905,-1.22359,2.1043,-1.62274,0.504271,-0.343331,-0.00539766,-0.635632,
0.0784,1.33227,0.00533943,16.1222,0.666466,-0.0105138,-1.23268,2.10435,-1.62277,0.507962,-0.346216,-0.0054617,-0.640352,
0.0785,1.33388,0.00540663,16.1151,0.672042,-0.0106379,-1.24179,2.1044,-1.62281,0.511661,-0.349113,-0.00552621,-0.645085,
0.0786,1.33549,0.00547439,16.1079,0.67764,-0.010763,-1.25092,2.10445,-1.62284,0.515368,-0.352021,-0.00559119,-0.649829,
0.0787,1.3371,0.00554272,16.1008,0.683259,-0.010889,-1.26008,2.1045,-1.62288,0.519084,-0.35494,-0.00565665,-0.654586,
0.0788,1.33871,0.00561161,16.0936,0.688901,-0.011016,-1.26926,2.10456,-1.62292,0.522807,-0.357871,-0.00572258,-0.659355,
0.0789,1.34032,0.00568107,16.0864,0.694564,-0.0111438,-1.27846,2.10461,-1.62295,0.52654,-0.360813,-0.005789,-0.664136,
0.079,1.34193,0.00575109,16.0792,0.700249,-0.0112726,-1.28769,2.10466,-1.62299,0.53028,-0.363766,-0.00585589,-0.668928,
0.0791,1.34353,0.00582169,16.072,0.705956,-0.0114023,-1.29694,2.10471,-1.62302,0.534028,-0.366731,-0.00592326,-0.673733,
0.0792,1.34514,0.00589285,16.0648,0.711685,-0.0115329,-1.30621,2.10477,-1.62306,0.537785,-0.369707,-0.00599112,-0.67855,
0.0793,1.34675,0.0059646,16.0575,0.717436,-0.0116645,-1.3155,2.10482,-1.6231,0.541549,-0.372694,-0.00605946,-0.683378,
0.0794,1.34835,0.00603692,16.0503,0.723208,-0.0117969,-1.32482,2.10488,-1.62314,0.545321,-0.375692,-0.00612828,-0.688219,
0.0795,1.34996,0.00610982,16.043,0.729001,-0.0119304,-1.33416,2.10493,-1.62317,0.549101,-0.378702,-0.00619759,-0.693071,
0.0796,1.35156,0.0061833,16.0357,0.734817,-0.0120647,-1.34352,2.10499,-1.62321,0.552889,-0.381723,-0.00626738,-0.697934,
0.0797,1.35316,0.00625737,16.0284,0.740654,-0.0122,-1.35291,2.10504,-1.62325,0.556685,-0.384755,-0.00633766,-0.702809,
0.0798,1.35476,0.00633202,16.0211,0.746512,-0.0123362,-1.36231,2.1051,-1.62329,0.560488,-0.387798,-0.00640843,-0.707696,
0.0799,1.35637,0.00640726,16.0137,0.752392,-0.0124734,-1.37174,2.10516,-1.62333,0.564299,-0.390853,-0.00647969,-0.712594,
0.08,1.35797,0.00648309,16.0064,0.758293,-0.0126115,-1.38119,2.10521,-1.62337,0.568118,-0.393918,-0.00655144,-0.717504,
0.0801,1.35957,0.00655951,15.999,0.764215,-0.0127506,-1.39067,2.10527,-1.62341,0.571944,-0.396995,-0.00662368,-0.722425,
0.0802,1.36117,0.00663652,15.9916,0.770159,-0.0128906,-1.40016,2.10533,-1.62345,0.575777,-0.400083,-0.00669642,-0.727357,
0.0803,1.36276,0.00671414,15.9842,0.776125,-0.0130316,-1.40968,2.10539,-1.62349,0.579618,-0.403182,-0.00676965,-0.7323,
0.0804,1.36436,0.00679235,15.9768,0.782111,-0.0131735,-1.41922,2.10544,-1.62353,0.583466,-0.406291,-0.00684337,-0.737255,
0.0805,1.36596,0.00687116,15.9694,0.788119,-0.0133164,-1.42877,2.1055,-1.62357,0.587321,-0.409412,-0.00691759,-0.742221,
0.0806,1.36755,0.00695057,15.962,0.794147,-0.0134602,-1.43835,2.10556,-1.62361,0.591184,-0.412544,-0.00699231,-0.747197,
0.0807,1.36915,0.00703059,15.9545,0.800197,-0.013605,-1.44796,2.10562,-1.62365,0.595053,-0.415687,-0.00706753,-0.752185,
0.0808,1.37074,0.00711122,15.9471,0.806268,-0.0137508,-1.45758,2.10568,-1.62369,0.59893,-0.418841,-0.00714325,-0.757184,
0.0809,1.37234,0.00719246,15.9396,0.81236,-0.0138975,-1.46722,2.10574,-1.62374,0.602813,-0.422005,-0.00721947,-0.762193,
0.081,1.37393,0.0072743,15.9321,0.818473,-0.0140452,-1.47689,2.1058,-1.62378,0.606704,-0.425181,-0.00729619,-0.767213,
0.0811,1.37552,0.00735676,15.9246,0.824607,-0.0141938,-1.48657,2.10586,-1.62382,0.610601,-0.428367,-0.00737342,-0.772245,
0.0812,1.37712,0.00743984,15.9171,0.830762,-0.0143435,-1.49628,2.10592,-1.62386,0.614506,-0.431565,-0.00745115,-0.777286,
0.0813,1.37871,0.00752353,15.9095,0.836938,-0.0144941,-1.506,2.10599,-1.62391,0.618417,-0.434773,-0.00752938,-0.782339,
0.0814,1.3803,0.00760785,15.902,0.843134,-0.0146456,-1.51575,2.10605,-1.62395,0.622334,-0.437992,-0.00760812,-0.787402,
0.0815,1.38189,0.00769278,15.8945,0.849351,-0.0147982,-1.52551,2.10611,-1.624,0.626259,-0.441222,-0.00768737,-0.792475,
0.0816,1.38348,0.00777834,15.8869,0.855589,-0.0149517,-1.5353,2.10617,-1.62404,0.63019,-0.444462,-0.00776712,-0.797559,
0.0817,1.38506,0.00786453,15.8793,0.861848,-0.0151062,-1.54511,2.10624,-1.62409,0.634127,-0.447713,-0.00784739,-0.802653,
0.0818,1.38665,0.00795134,15.8717,0.868127,-0.0152617,-1.55493,2.1063,-1.62413,0.638071,-0.450975,-0.00792816,-0.807758,
0.0819,1.38824,0.00803878,15.8641,0.874427,-0.0154182,-1.56478,2.10637,-1.62418,0.642021,-0.454248,-0.00800945,-0.812873,
0.082,1.38982,0.00812686,15.8565,0.880747,-0.0155757,-1.57465,2.10643,-1.62422,0.645978,-0.457531,-0.00809125,-0.817998,
0.0821,1.39141,0.00821557,15.8489,0.887088,-0.0157341,-1.58453,2.10649,-1.62427,0.64994,-0.460825,-0.00817356,-0.823133,
0.0822,1.39299,0.00830491,15.8412,0.893449,-0.0158936,-1.59444,2.10656,-1.62431,0.653909,-0.464129,-0.00825639,-0.828279,
0.0823,1.39457,0.00839489,15.8336,0.89983,-0.016054,-1.60436,2.10663,-1.62436,0.657884,-0.467444,-0.00833974,-0.833434,
0.0824,1.39616,0.00848552,15.8259,0.906232,-0.0162154,-1.6143,2.10669,-1.62441,0.661866,-0.47077,-0.0084236,-0.8386,
0.0825,1.39774,0.00857678,15.8182,0.912654,-0.0163778,-1.62427,2.10676,-1.62446,0.665853,-0.474106,-0.00850797,-0.843775,
0.0826,1.39932,0.00866869,15.8105,0.919097,-0.0165413,-1.63425,2.10683,-1.6245,0.669846,-0.477453,-0.00859287,-0.84896,
0.0827,1.4009,0.00876125,15.8028,0.925559,-0.0167057,-1.64425,2.10689,-1.62455,0.673845,-0.48081,-0.00867828,-0.854156,
0.0828,1.40248,0.00885445,15.7951,0.932041,-0.0168711,-1.65427,2.10696,-1.6246,0.67785,-0.484177,-0.00876422,-0.85936,
0.0829,1.40406,0.00894831,15.7874,0.938544,-0.0170376,-1.66431,2.10703,-1.62465,0.681861,-0.487555,-0.00885068,-0.864575,
0.083,1.40564,0.00904281,15.7797,0.945067,-0.017205,-1.67436,2.1071,-1.6247,0.685877,-0.490944,-0.00893766,-0.869799,
0.0831,1.40721,0.00913797,15.7719,0.951609,-0.0173734,-1.68444,2.10717,-1.62475,0.689899,-0.494342,-0.00902516,-0.875033,
0.0832,1.40879,0.00923379,15.7642,0.958172,-0.0175429,-1.69453,2.10724,-1.6248,0.693927,-0.497751,-0.00911319,-0.880276,
0.0833,1.41037,0.00933027,15.7564,0.964754,-0.0177134,-1.70464,2.10731,-1.62485,0.69796,-0.501171,-0.00920174,-0.885529,
0.0834,1.41194,0.0094274,15.7487,0.971356,-0.0178848,-1.71477,2.10738,-1.6249,0.701999,-0.5046,-0.00929082,-0.890791,
0.0835,1.41351,0.0095252,15.7409,0.977978,-0.0180573,-1.72492,2.10745,-1.62495,0.706043,-0.50804,-0.00938043,-0.896062,
0.0836,1.41509,0.00962366,15.7331,0.984619,-0.0182308,-1.73509,2.10752,-1.625,0.710093,-0.51149,-0.00947056,-0.901343,
0.0837,1.41666,0.00972279,15.7253,0.99128,-0.0184054,-1.74527,2.10759,-1.62505,0.714147,-0.514951,-0.00956122,-0.906633,
0.0838,1.41823,0.00982259,15.7175,0.997961,-0.0185809,-1.75547,2.10766,-1.6251,0.718207,-0.518421,-0.00965242,-0.911932,
0.0839,1.4198,0.00992305,15.7096,1.00466,-0.0187575,-1.76569,2.10773,-1.62515,0.722272,-0.521902,-0.00974414,-0.91724,
0.084,1.42137,0.0100242,15.7018,1.01138,-0.0189351,-1.77592,2.10781,-1.62521,0.726343,-0.525393,-0.0098364,-0.922558,
0.0841,1.42294,0.010126,15.6939,1.01812,-0.0191137,-1.78618,2.10788,-1.62526,0.730418,-0.528893,-0.00992919,-0.927884,
0.0842,1.42451,0.0102285,15.6861,1.02488,-0.0192933,-1.79645,2.10795,-1.62531,0.734498,-0.532404,-0.0100225,-0.933219,
0.0843,1.42608,0.0103317,15.6782,1.03166,-0.019474,-1.80673,2.10803,-1.62537,0.738584,-0.535925,-0.0101164,-0.938563,
0.0844,1.42765,0.0104355,15.6704,1.03845,-0.0196557,-1.81704,2.1081,-1.62542,0.742674,-0.539456,-0.0102108,-0.943916,
0.0845,1.42921,0.01054,15.6625,1.04527,-0.0198384,-1.82736,2.10818,-1.62548,0.746769,-0.542997,-0.0103057,-0.949278,
0.0846,1.43078,0.0106452,15.6546,1.0521,-0.0200222,-1.8377,2.10825,-1.62553,0.750868,-0.546548,-0.0104011,-0.954648,
0.0847,1.43234,0.0107511,15.6467,1.05896,-0.020207,-1.84805,2.10833,-1.62559,0.754973,-0.550108,-0.0104972,-0.960027,
0.0848,1.43391,0.0108577,15.6388,1.06583,-0.0203929,-1.85842,2.1084,-1.62564,0.759082,-0.553679,-0.0105937,-0.965415,
0.0849,1.43547,0.010965,15.6308,1.07272,-0.0205797,-1.86881,2.10848,-1.6257,0.763195,-0.557259,-0.0106908,-0.970811,
0.085,1.43703,0.011073,15.6229,1.07964,-0.0207677,-1.87922,2.10855,-1.62575,0.767314,-0.560849,-0.0107884,-0.976216,
0.0851,1.43859,0.0111816,15.615,1.08657,-0.0209566,-1.88964,2.10863,-1.62581,0.771436,-0.564449,-0.0108866,-0.981629,
0.0852,1.44015,0.011291,15.607,1.09351,-0.0211466,-1.90007,2.10871,-1.62587,0.775563,-0.568059,-0.0109853,-0.98705,
0.0853,1.44171,0.011401,15.5991,1.10048,-0.0213377,-1.91052,2.10879,-1.62592,0.779694,-0.571679,-0.0110845,-0.99248,
0.0854,1.44327,0.0115118,15.5911,1.10747,-0.0215298,-1.92099,2.10887,-1.62598,0.78383,-0.575308,-0.0111843,-0.997918,
0.0855,1.44483,0.0116232,15.5832,1.11447,-0.0217229,-1.93148,2.10894,-1.62604,0.78797,-0.578946,-0.0112846,-1.00336,
0.0856,1.44639,0.0117354,15.5752,1.1215,-0.0219171,-1.94198,2.10902,-1.6261,0.792114,-0.582595,-0.0113855,-1.00882,
0.0857,1.44795,0.0118482,15.5672,1.12854,-0.0221124,-1.95249,2.1091,-1.62615,0.796262,-0.586253,-0.0114869,-1.01428,
0.0858,1.4495,0.0119618,15.5592,1.1356,-0.0223087,-1.96302,2.10918,-1.62621,0.800414,-0.58992,-0.0115889,-1.01975,
0.0859,1.45106,0.012076,15.5512,1.14268,-0.022506,-1.97357,2.10926,-1.62627,0.80457,-0.593597,-0.0116914,-1.02523,
0.086,1.45261,0.012191,15.5432,1.14977,-0.0227044,-1.98413,2.10934,-1.62633,0.80873,-0.597284,-0.0117945,-1.03072,
0.0861,1.45416,0.0123067,15.5352,1.15689,-0.0229039,-1.9947,2.10943,-1.62639,0.812894,-0.60098,-0.0118981,-1.03621,
0.0862,1.45572,0.0124231,15.5272,1.16402,-0.0231044,-2.0053,2.10951,-1.62645,0.817061,-0.604686,-0.0120023,-1.04171,
0.0863,1.45727,0.0125402,15.5191,1.17117,-0.023306,-2.0159,2.10959,-1.62651,0.821233,-0.6084,-0.012107,-1.04722,
0.0864,1.45882,0.0126581,15.5111,1.17834,-0.0235087,-2.02652,2.10967,-1.62658,0.825408,-0.612125,-0.0122123,-1.05274,
0.0865,1.46037,0.0127766,15.503,1.18553,-0.0237124,-2.03716,2.10976,-1.62664,0.829587,-0.615858,-0.0123181,-1.05826,
0.0866,1.46192,0.0128959,15.495,1.19273,-0.0239172,-2.04781,2.10984,-1.6267,0.833769,-0.619601,-0.0124245,-1.0638,
0.0867,1.46347,0.0130159,15.4869,1.19995,-0.024123,-2.05847,2.10992,-1.62676,0.837955,-0.623353,-0.0125314,-1.06934,
0.0868,1.46502,0.0131366,15.4789,1.2072,-0.02433,-2.06915,2.11001,-1.62682,0.842144,-0.627114,-0.0126389,-1.07488,
0.0869,1.46656,0.013258,15.4708,1.21445,-0.0245379,-2.07984,2.11009,-1.62689,0.846337,-0.630885,-0.012747,-1.08044,
0.087,1.46811,0.0133802,15.4627,1.22173,-0.024747,-2.09055,2.11018,-1.62695,0.850533,-0.634665,-0.0128556,-1.086,
0.0871,1.46966,0.0135031,15.4546,1.22902,-0.0249571,-2.10127,2.11026,-1.62701,0.854732,-0.638453,-0.0129647,-1.09157,
0.0872,1.4712,0.0136267,15.4466,1.23633,-0.0251683,-2.11201,2.11035,-1.62708,0.858935,-0.642251,-0.0130745,-1.09715,
0.0873,1.47274,0.0137511,15.4385,1.24366,-0.0253806,-2.12276,2.11043,-1.62714,0.86314,-0.646058,-0.0131847,-1.10273,
0.0874,1.47429,0.0138762,15.4304,1.25101,-0.0255939,-2.13352,2.11052,-1.62721,0.867349,-0.649874,-0.0132956,-1.10832,
0.0875,1.47583,0.0140021,15.4222,1.25837,-0.0258084,-2.1443,2.11061,-1.62727,0.871561,-0.653699,-0.0134069,-1.11392,
0.0876,1.47737,0.0141286,15.4141,1.26575,-0.0260239,-2.15508,2.1107,-1.62734,0.875776,-0.657533,-0.0135189,-1.11952,
0.0877,1.47891,0.0142559,15.406,1.27315,-0.0262405,-2.16589,2.11078,-1.62741,0.879993,-0.661376,-0.0136314,-1.12514,
0.0878,1.48045,0.014384,15.3979,1.28056,-0.0264581,-2.1767,2.11087,-1.62747,0.884214,-0.665228,-0.0137445,-1.13076,
0.0879,1.48199,0.0145128,15.3898,1.28799,-0.0266769,-2.18753,2.11096,-1.62754,0.888437,-0.669088,-0.0138581,-1.13638,
0.088,1.48353,0.0146423,15.3816,1.29544,-0.0268967,-2.19838,2.11105,-1.62761,0.892664,-0.672957,-0.0139723,-1.14201,
0.0881,1.48507,0.0147726,15.3735,1.30291,-0.0271177,-2.20923,2.11114,-1.62767,0.896893,-0.676836,-0.0140871,-1.14765,
0.0882,1.4866,0.0149037,15.3653,1.31039,-0.0273397,-2.2201,2.11123,-1.62774,0.901124,-0.680722,-0.0142024,-1.1533,
0.0883,1.48814,0.0150355,15.3572,1.31789,-0.0275628,-2.23098,2.11132,-1.62781,0.905358,-0.684618,-0.0143183,-1.15895,
0.0884,1.48967,0.015168,15.349,1.32541,-0.027787,-2.24187,2.11141,-1.62788,0.909595,-0.688522,-0.0144348,-1.16461,
0.0885,1.49121,0.0153013,15.3409,1.33294,-0.0280122,-2.25278,2.1115,-1.62795,0.913834,-0.692435,-0.0145518,-1.17027,
0.0886,1.49274,0.0154353,15.3327,1.34049,-0.0282386,-2.2637,2.11159,-1.62802,0.918076,-0.696357,-0.0146694,-1.17595,
0.0887,1.49427,0.0155701,15.3245,1.34805,-0.0284661,-2.27463,2.11169,-1.62809,0.922319,-0.700286,-0.0147876,-1.18162,
0.0888,1.4958,0.0157057,15.3164,1.35563,-0.0286946,-2.28557,2.11178,-1.62816,0.926566,-0.704225,-0.0149063,-1.18731,
0.0889,1.49734,0.015842,15.3082,1.36323,-0.0289243,-2.29653,2.11187,-1.62823,0.930814,-0.708172,-0.0150256,-1.193,
0.089,1.49887,0.0159791,15.3,1.37085,-0.029155,-2.30749,2.11197,-1.6283,0.935065,-0.712127,-0.0151455,-1.1987,
0.0891,1.50039,0.016117,15.2918,1.37848,-0.0293869,-2.31847,2.11206,-1.62837,0.939317,-0.716091,-0.0152659,-1.2044,
0.0892,1.50192,0.0162556,15.2836,1.38612,-0.0296198,-2.32946,2.11215,-1.62844,0.943572,-0.720063,-0.0153869,-1.21011,
0.0893,1.50345,0.016395,15.2754,1.39378,-0.0298539,-2.34046,2.11225,-1.62852,0.947829,-0.724044,-0.0155085,-1.21582,
0.0894,1.50498,0.0165351,15.2672,1.40146,-0.030089,-2.35148,2.11234,-1.62859,0.952088,-0.728033,-0.0156307,-1.22155,
0.0895,1.5065,0.016676,15.259,1.40916,-0.0303253,-2.3625,2.11244,-1.62866,0.956349,-0.73203,-0.0157534,-1.22727,
0.0896,1.50803,0.0168177,15.2508,1.41687,-0.0305626,-2.37354,2.11254,-1.62874,0.960611,-0.736035,-0.0158767,-1.23301,
0.0897,1.50955,0.0169602,15.2426,1.42459,-0.0308011,-2.38458,2.11263,-1.62881,0.964876,-0.740049,-0.0160006,-1.23875,
0.0898,1.51108,0.0171034,15.2344,1.43234,-0.0310406,-2.39564,2.11273,-1.62888,0.969142,-0.74407,-0.016125,-1.24449,
0.0899,1.5126,0.0172474,15.2262,1.44009,-0.0312813,-2.40671,2.11283,-1.62896,0.97341,-0.7481,-0.01625,-1.25024,
0.09,1.51412,0.0173922,15.218,1.44786,-0.0315231,-2.41779,2.11292,-1.62903,0.977679,-0.752138,-0.0163756,-1.256,
0.0901,1.51564,0.0175378,15.2097,1.45565,-0.031766,-2.42888,2.11302,-1.62911,0.98195,-0.756183,-0.0165018,-1.26176,
0.0902,1.51716,0.0176841,15.2015,1.46346,-0.03201,-2.43999,2.11312,-1.62919,0.986223,-0.760237,-0.0166286,-1.26752,
0.0903,1.51868,0.0178312,15.1933,1.47128,-0.0322551,-2.4511,2.11322,-1.62926,0.990496,-0.764299,-0.0167559,-1.2733,
0.0904,1.5202,0.0179791,15.1851,1.47911,-0.0325013,-2.46222,2.11332,-1.62934,0.994772,-0.768368,-0.0168838,-1.27908,
0.0905,1.52172,0.0181278,15.1768,1.48696,-0.0327486,-2.47335,2.11342,-1.62942,0.999049,-0.772446,-0.0170123,-1.28486,
0.0906,1.52323,0.0182773,15.1686,1.49482,-0.0329971,-2.4845,2.11352,-1.62949,1.00333,-0.776531,-0.0171413,-1.29065,
0.0907,1.52475,0.0184276,15.1604,1.5027,-0.0332467,-2.49565,2.11362,-1.62957,1.00761,-0.780624,-0.017271,-1.29644,
