,Ball 0,,,,,,Ball 1,,,,,,
,m:,1.2,,,,,m:,2.31,,,,,
,r:,1,,,,,r:,1,,,,,
,k:,980,,,,,k:,980,,,,,
,rot: ,true,,,,,,,,,,,
,u_k: ,0.5,,,,,,,,,,,
t,s_x,s_y,v_x,v_y,theta,w,s_x,s_y,v_x,v_y,theta,w,
0.1155,1.8762,0.0824357,13.2772,3.68401,-0.130516,-5.31058,2.15135,-1.66282,1.98587,-1.91377,-0.0678006,-2.75874,
0.1156,1.87752,0.082805,13.271,3.69267,-0.131048,-5.32109,2.15155,-1.66302,1.98909,-1.91827,-0.068077,-2.7642,
0.1157,1.87885,0.0831751,13.2648,3.70133,-0.131581,-5.33159,2.15175,-1.66321,1.99229,-1.92277,-0.068354,-2.76966,
0.1158,1.88018,0.0835461,13.2587,3.70997,-0.132116,-5.34208,2.15195,-1.6634,1.99549,-1.92726,-0.0686315,-2.7751,
0.1159,1.8815,0.083918,13.2525,3.71861,-0.132651,-5.35255,2.15215,-1.66359,1.99868,-1.93174,-0.0689096,-2.78054,
0.116,1.88283,0.0842907,13.2464,3.72723,-0.133187,-5.363,2.15235,-1.66379,2.00186,-1.93622,-0.0691882,-2.78597,
0.1161,1.88415,0.0846643,13.2403,3.73584,-0.133725,-5.37344,2.15255,-1.66398,2.00503,-1.9407,-0.0694673,-2.7914,
0.1162,1.88547,0.0850388,13.2342,3.74445,-0.134263,-5.38386,2.15275,-1.66418,2.00819,-1.94517,-0.069747,-2.79681,
0.1163,1.8868,0.0854141,13.2282,3.75304,-0.134802,-5.39427,2.15295,-1.66437,2.01135,-1.94963,-0.0700272,-2.80222,
0.1164,1.88812,0.0857902,13.2221,3.76162,-0.135343,-5.40466,2.15315,-1.66457,2.01449,-1.95409,-0.070308,-2.80762,
0.1165,1.88944,0.0861672,13.2161,3.77019,-0.135884,-5.41504,2.15336,-1.66476,2.01763,-1.95854,-0.0705893,-2.81301,
0.1166,1.89076,0.0865451,13.21,3.77875,-0.136427,-5.4254,2.15356,-1.66496,2.02076,-1.96299,-0.0708711,-2.81839,
0.1167,1.89208,0.0869239,13.204,3.7873,-0.13697,-5.43575,2.15376,-1.66516,2.02388,-1.96743,-0.0711535,-2.82377,
0.1168,1.8934,0.0873034,13.198,3.79584,-0.137515,-5.44608,2.15396,-1.66535,2.027,-1.97187,-0.0714364,-2.82913,
0.1169,1.89472,0.0876839,13.1921,3.80437,-0.138061,-5.45639,2.15417,-1.66555,2.0301,-1.9763,-0.0717199,-2.83449,
0.117,1.89604,0.0880652,13.1861,3.81288,-0.138607,-5.46669,2.15437,-1.66575,2.0332,-1.98072,-0.0720038,-2.83984,
0.1171,1.89736,0.0884473,13.1802,3.82139,-0.139155,-5.47697,2.15457,-1.66595,2.03628,-1.98514,-0.0722884,-2.84518,
0.1172,1.89867,0.0888303,13.1742,3.82988,-0.139704,-5.48724,2.15478,-1.66615,2.03936,-1.98955,-0.0725734,-2.85051,
0.1173,1.89999,0.0892141,13.1683,3.83836,-0.140254,-5.49749,2.15498,-1.66634,2.04243,-1.99396,-0.072859,-2.85584,
0.1174,1.90131,0.0895988,13.1624,3.84683,-0.140804,-5.50772,2.15519,-1.66654,2.04549,-1.99836,-0.0731451,-2.86115,
0.1175,1.90262,0.0899843,13.1565,3.85529,-0.141356,-5.51794,2.15539,-1.66675,2.04855,-2.00275,-0.0734318,-2.86646,
0.1176,1.90394,0.0903707,13.1507,3.86374,-0.141909,-5.52814,2.1556,-1.66695,2.05159,-2.00714,-0.0737189,-2.87176,
0.1177,1.90525,0.0907579,13.1448,3.87217,-0.142463,-5.53832,2.1558,-1.66715,2.05463,-2.01152,-0.0740066,-2.87705,
0.1178,1.90657,0.091146,13.139,3.8806,-0.143018,-5.54848,2.15601,-1.66735,2.05765,-2.01589,-0.0742949,-2.88233,
0.1179,1.90788,0.0915349,13.1332,3.88901,-0.143573,-5.55863,2.15621,-1.66755,2.06067,-2.02026,-0.0745836,-2.8876,
0.118,1.90919,0.0919246,13.1274,3.8974,-0.14413,-5.56877,2.15642,-1.66775,2.06368,-2.02462,-0.0748729,-2.89287,
0.1181,1.9105,0.0923152,13.1216,3.90579,-0.144688,-5.57888,2.15663,-1.66796,2.06668,-2.02898,-0.0751627,-2.89812,
0.1182,1.91182,0.0927066,13.1159,3.91416,-0.145247,-5.58898,2.15683,-1.66816,2.06967,-2.03333,-0.0754531,-2.90336,
0.1183,1.91313,0.0930989,13.1101,3.92252,-0.145807,-5.59906,2.15704,-1.66836,2.07266,-2.03767,-0.0757439,-2.9086,
0.1184,1.91444,0.093492,13.1044,3.93087,-0.146368,-5.60912,2.15725,-1.66857,2.07563,-2.04201,-0.0760353,-2.91383,
0.1185,1.91575,0.0938859,13.0987,3.9392,-0.14693,-5.61917,2.15746,-1.66877,2.0786,-2.04634,-0.0763272,-2.91905,
0.1186,1.91706,0.0942806,13.093,3.94753,-0.147493,-5.62919,2.15766,-1.66898,2.08155,-2.05066,-0.0766196,-2.92426,
0.1187,1.91837,0.0946762,13.0873,3.95583,-0.148057,-5.6392,2.15787,-1.66918,2.0845,-2.05498,-0.0769126,-2.92946,
0.1188,1.91967,0.0950726,13.0817,3.96413,-0.148622,-5.6492,2.15808,-1.66939,2.08744,-2.05929,-0.077206,-2.93465,
0.1189,1.92098,0.0954699,13.076,3.97241,-0.149188,-5.65917,2.15829,-1.66959,2.09037,-2.06359,-0.0775,-2.93983,
0.119,1.92229,0.0958679,13.0704,3.98068,-0.149754,-5.66913,2.1585,-1.6698,2.09329,-2.06789,-0.0777945,-2.945,
0.1191,1.92359,0.0962668,13.0648,3.98894,-0.150322,-5.67906,2.15871,-1.67001,2.09621,-2.07217,-0.0780895,-2.95016,
0.1192,1.9249,0.0966666,13.0592,3.99718,-0.150891,-5.68898,2.15892,-1.67022,2.09911,-2.07646,-0.0783851,-2.95532,
0.1193,1.92621,0.0970671,13.0536,4.00541,-0.151461,-5.69889,2.15913,-1.67042,2.10201,-2.08073,-0.0786811,-2.96046,
0.1194,1.92751,0.0974685,13.0481,4.01362,-0.152032,-5.70877,2.15934,-1.67063,2.10489,-2.085,-0.0789777,-2.96559,
0.1195,1.92881,0.0978706,13.0425,4.02182,-0.152604,-5.71863,2.15955,-1.67084,2.10777,-2.08926,-0.0792748,-2.97072,
0.1196,1.93012,0.0982736,13.037,4.03001,-0.153177,-5.72848,2.15976,-1.67105,2.11064,-2.09351,-0.0795723,-2.97583,
0.1197,1.93142,0.0986775,13.0315,4.03818,-0.153751,-5.73831,2.15997,-1.67126,2.1135,-2.09776,-0.0798704,-2.98094,
0.1198,1.93272,0.0990821,13.026,4.04634,-0.154325,-5.74812,2.16018,-1.67147,2.11635,-2.10199,-0.080169,-2.98603,
0.1199,1.93403,0.0994875,13.0206,4.05448,-0.154901,-5.75791,2.1604,-1.67168,2.11919,-2.10623,-0.0804681,-2.99112,
0.12,1.93533,0.0998938,13.0151,4.06261,-0.155478,-5.76768,2.16061,-1.67189,2.12202,-2.11045,-0.0807678,-2.9962,
0.1201,1.93663,0.100301,13.0097,4.07073,-0.156056,-5.77743,2.16082,-1.6721,2.12485,-2.11466,-0.0810679,-3.00126,
0.1202,1.93793,0.100709,13.0043,4.07883,-0.156634,-5.78716,2.16103,-1.67232,2.12766,-2.11887,-0.0813685,-3.00632,
0.1203,1.93923,0.101117,12.9989,4.08692,-0.157214,-5.79688,2.16125,-1.67253,2.13047,-2.12307,-0.0816697,-3.01136,
0.1204,1.94053,0.101527,12.9935,4.09499,-0.157795,-5.80657,2.16146,-1.67274,2.13326,-2.12727,-0.0819713,-3.0164,
0.1205,1.94183,0.101937,12.9881,4.10305,-0.158376,-5.81625,2.16167,-1.67295,2.13605,-2.13145,-0.0822734,-3.02143,
0.1206,1.94313,0.102348,12.9828,4.11109,-0.158959,-5.8259,2.16189,-1.67317,2.13883,-2.13563,-0.0825761,-3.02644,
0.1207,1.94442,0.10276,12.9774,4.11911,-0.159543,-5.83554,2.1621,-1.67338,2.1416,-2.1398,-0.0828792,-3.03145,
0.1208,1.94572,0.103173,12.9721,4.12712,-0.160127,-5.84515,2.16232,-1.6736,2.14436,-2.14396,-0.0831829,-3.03644,
0.1209,1.94702,0.103586,12.9668,4.13512,-0.160713,-5.85475,2.16253,-1.67381,2.14711,-2.14811,-0.083487,-3.04143,
0.121,1.94831,0.104001,12.9615,4.1431,-0.161299,-5.86433,2.16275,-1.67403,2.14985,-2.15226,-0.0837917,-3.0464,
0.1211,1.94961,0.104416,12.9563,4.15107,-0.161886,-5.87388,2.16296,-1.67424,2.15258,-2.1564,-0.0840968,-3.05137,
0.1212,1.9509,0.104832,12.951,4.15902,-0.162475,-5.88342,2.16318,-1.67446,2.15531,-2.16053,-0.0844024,-3.05632,
0.1213,1.9522,0.105249,12.9458,4.16695,-0.163064,-5.89294,2.16339,-1.67467,2.15802,-2.16465,-0.0847086,-3.06127,
0.1214,1.95349,0.105666,12.9406,4.17487,-0.163654,-5.90243,2.16361,-1.67489,2.16072,-2.16876,-0.0850152,-3.0662,
0.1215,1.95479,0.106084,12.9354,4.18277,-0.164245,-5.91191,2.16383,-1.67511,2.16342,-2.17287,-0.0853223,-3.07112,
0.1216,1.95608,0.106503,12.9302,4.19066,-0.164838,-5.92136,2.16404,-1.67533,2.16611,-2.17696,-0.0856299,-3.07603,
0.1217,1.95737,0.106923,12.9251,4.19853,-0.165431,-5.9308,2.16426,-1.67554,2.16879,-2.18105,-0.085938,-3.08093,
0.1218,1.95866,0.107344,12.92,4.20638,-0.166025,-5.94021,2.16448,-1.67576,2.17145,-2.18513,-0.0862466,-3.08582,
0.1219,1.95996,0.107765,12.9148,4.21422,-0.16662,-5.94961,2.16469,-1.67598,2.17411,-2.1892,-0.0865556,-3.0907,
0.122,1.96125,0.108187,12.9097,4.22204,-0.167215,-5.95898,2.16491,-1.6762,2.17676,-2.19327,-0.0868652,-3.09557,
0.1221,1.96254,0.10861,12.9046,4.22985,-0.167812,-5.96833,2.16513,-1.67642,2.1794,-2.19732,-0.0871752,-3.10043,
0.1222,1.96383,0.109034,12.8996,4.23763,-0.16841,-5.97766,2.16535,-1.67664,2.18204,-2.20137,-0.0874858,-3.10528,
0.1223,1.96512,0.109459,12.8945,4.24541,-0.169009,-5.98697,2.16557,-1.67686,2.18466,-2.20541,-0.0877968,-3.11011,
0.1224,1.9664,0.109884,12.8895,4.25316,-0.169608,-5.99626,2.16578,-1.67708,2.18727,-2.20943,-0.0881083,-3.11494,
0.1225,1.96769,0.11031,12.8845,4.2609,-0.170209,-6.00552,2.166,-1.6773,2.18987,-2.21345,-0.0884202,-3.11975,
0.1226,1.96898,0.110737,12.8795,4.26862,-0.17081,-6.01477,2.16622,-1.67753,2.19247,-2.21746,-0.0887327,-3.12456,
0.1227,1.97027,0.111165,12.8745,4.27632,-0.171413,-6.02399,2.16644,-1.67775,2.19505,-2.22147,-0.0890456,-3.12935,
0.1228,1.97156,0.111593,12.8696,4.28401,-0.172016,-6.0332,2.16666,-1.67797,2.19763,-2.22546,-0.089359,-3.13413,
0.1229,1.97284,0.112022,12.8646,4.29168,-0.17262,-6.04238,2.16688,-1.67819,2.2002,-2.22944,-0.0896729,-3.1389,
0.123,1.97413,0.112452,12.8597,4.29933,-0.173226,-6.05153,2.1671,-1.67842,2.20275,-2.23342,-0.0899873,-3.14365,
0.1231,1.97541,0.112883,12.8548,4.30697,-0.173832,-6.06067,2.16732,-1.67864,2.2053,-2.23739,-0.0903021,-3.1484,
0.1232,1.9767,0.113314,12.8499,4.31458,-0.174439,-6.06979,2.16754,-1.67886,2.20784,-2.24134,-0.0906175,-3.15314,
0.1233,1.97798,0.113747,12.845,4.32218,-0.175046,-6.07888,2.16776,-1.67909,2.21037,-2.24529,-0.0909332,-3.15786,
0.1234,1.97927,0.114179,12.8402,4.32977,-0.175655,-6.08795,2.16799,-1.67931,2.21289,-2.24923,-0.0912495,-3.16257,
0.1235,1.98055,0.114613,12.8354,4.33733,-0.176265,-6.097,2.16821,-1.67954,2.2154,-2.25316,-0.0915662,-3.16727,
0.1236,1.98183,0.115048,12.8305,4.34488,-0.176876,-6.10603,2.16843,-1.67977,2.2179,-2.25708,-0.0918834,-3.17196,
0.1237,1.98312,0.115483,12.8258,4.3524,-0.177487,-6.11503,2.16865,-1.67999,2.22039,-2.26099,-0.0922011,-3.17664,
0.1238,1.9844,0.115919,12.821,4.35991,-0.178099,-6.12401,2.16887,-1.68022,2.22287,-2.26489,-0.0925192,-3.1813,
0.1239,1.98568,0.116356,12.8162,4.3674,-0.178713,-6.13297,2.1691,-1.68044,2.22534,-2.26878,-0.0928378,-3.18596,
0.124,1.98696,0.116793,12.8115,4.37488,-0.179327,-6.14191,2.16932,-1.68067,2.22781,-2.27266,-0.0931569,-3.1906,
0.1241,1.98824,0.117231,12.8067,4.38233,-0.179942,-6.15082,2.16954,-1.6809,2.23026,-2.27654,-0.0934764,-3.19523,
0.1242,1.98952,0.11767,12.802,4.38977,-0.180558,-6.15971,2.16977,-1.68113,2.2327,-2.2804,-0.0937964,-3.19985,
0.1243,1.9908,0.11811,12.7974,4.39719,-0.181175,-6.16858,2.16999,-1.68136,2.23514,-2.28425,-0.0941168,-3.20445,
0.1244,1.99208,0.118551,12.7927,4.40459,-0.181793,-6.17742,2.17021,-1.68158,2.23756,-2.2881,-0.0944377,-3.20905,
0.1245,1.99336,0.118992,12.788,4.41197,-0.182411,-6.18624,2.17044,-1.68181,2.23998,-2.29193,-0.0947591,-3.21363,
0.1246,1.99464,0.119434,12.7834,4.41933,-0.183031,-6.19504,2.17066,-1.68204,2.24239,-2.29575,-0.0950809,-3.2182,
0.1247,1.99592,0.119876,12.7788,4.42667,-0.183651,-6.20381,2.17089,-1.68227,2.24478,-2.29957,-0.0954032,-3.22276,
0.1248,1.99719,0.12032,12.7742,4.43399,-0.184272,-6.21256,2.17111,-1.6825,2.24717,-2.30337,-0.0957259,-3.22731,
0.1249,1.99847,0.120764,12.7696,4.4413,-0.184895,-6.22129,2.17133,-1.68273,2.24955,-2.30717,-0.0960491,-3.23184,
0.125,1.99975,0.121209,12.7651,4.44858,-0.185518,-6.22999,2.17156,-1.68297,2.25192,-2.31095,-0.0963727,-3.23636,
0.1251,2.00102,0.121654,12.7605,4.45585,-0.186141,-6.23867,2.17179,-1.6832,2.25428,-2.31472,-0.0966968,-3.24087,
0.1252,2.0023,0.122101,12.756,4.46309,-0.186766,-6.24733,2.17201,-1.68343,2.25663,-2.31849,-0.0970214,-3.24537,
0.1253,2.00357,0.122548,12.7515,4.47032,-0.187392,-6.25596,2.17224,-1.68366,2.25896,-2.32224,-0.0973463,-3.24985,
0.1254,2.00485,0.122995,12.747,4.47752,-0.188018,-6.26457,2.17246,-1.68389,2.2613,-2.32599,-0.0976718,-3.25432,
0.1255,2.00612,0.123444,12.7425,4.48471,-0.188645,-6.27315,2.17269,-1.68413,2.26362,-2.32972,-0.0979977,-3.25878,
0.1256,2.0074,0.123893,12.7381,4.49188,-0.189274,-6.28171,2.17292,-1.68436,2.26593,-2.33344,-0.098324,-3.26323,
0.1257,2.00867,0.124343,12.7337,4.49902,-0.189903,-6.29025,2.17314,-1.68459,2.26823,-2.33716,-0.0986507,-3.26766,
0.1258,2.00994,0.124794,12.7292,4.50615,-0.190533,-6.29876,2.17337,-1.68483,2.27052,-2.34086,-0.098978,-3.27208,
0.1259,2.01122,0.125245,12.7249,4.51326,-0.191163,-6.30725,2.1736,-1.68506,2.2728,-2.34455,-0.0993056,-3.27649,
0.126,2.01249,0.125697,12.7205,4.52034,-0.191795,-6.31571,2.17382,-1.6853,2.27508,-2.34823,-0.0996337,-3.28089,
0.1261,2.01376,0.12615,12.7161,4.52741,-0.192427,-6.32415,2.17405,-1.68553,2.27734,-2.3519,-0.0999622,-3.28527,
0.1262,2.01503,0.126603,12.7118,4.53446,-0.193061,-6.33256,2.17428,-1.68577,2.27959,-2.35556,-0.100291,-3.28964,
0.1263,2.0163,0.127057,12.7075,4.54148,-0.193695,-6.34095,2.17451,-1.686,2.28184,-2.35921,-0.100621,-3.294,
0.1264,2.01757,0.127512,12.7032,4.54849,-0.19433,-6.34931,2.17474,-1.68624,2.28407,-2.36285,-0.10095,-3.29834,
0.1265,2.01884,0.127968,12.6989,4.55547,-0.194965,-6.35765,2.17497,-1.68648,2.2863,-2.36648,-0.101281,-3.30267,
0.1266,2.02011,0.128424,12.6946,4.56243,-0.195602,-6.36596,2.17519,-1.68671,2.28851,-2.3701,-0.101611,-3.30699,
0.1267,2.02138,0.128881,12.6904,4.56938,-0.196239,-6.37425,2.17542,-1.68695,2.29072,-2.3737,-0.101943,-3.3113,
0.1268,2.02265,0.129339,12.6861,4.5763,-0.196878,-6.38251,2.17565,-1.68719,2.29291,-2.3773,-0.102274,-3.31559,
0.1269,2.02392,0.129797,12.6819,4.5832,-0.197517,-6.39075,2.17588,-1.68743,2.2951,-2.38088,-0.102606,-3.31987,
0.127,2.02518,0.130256,12.6777,4.59008,-0.198157,-6.39896,2.17611,-1.68767,2.29727,-2.38446,-0.102938,-3.32413,
0.1271,2.02645,0.130716,12.6736,4.59693,-0.198797,-6.40714,2.17634,-1.6879,2.29944,-2.38802,-0.103271,-3.32839,
0.1272,2.02772,0.131176,12.6694,4.60377,-0.199439,-6.4153,2.17657,-1.68814,2.3016,-2.39157,-0.103605,-3.33262,
0.1273,2.02899,0.131637,12.6653,4.61059,-0.200081,-6.42344,2.1768,-1.68838,2.30375,-2.39511,-0.103938,-3.33685,
0.1274,2.03025,0.132099,12.6612,4.61738,-0.200724,-6.43154,2.17703,-1.68862,2.30588,-2.39864,-0.104272,-3.34106,
0.1275,2.03152,0.132561,12.6571,4.62415,-0.201368,-6.43963,2.17726,-1.68886,2.30801,-2.40216,-0.104607,-3.34526,
0.1276,2.03278,0.133024,12.653,4.6309,-0.202013,-6.44768,2.17749,-1.6891,2.31013,-2.40566,-0.104942,-3.34944,
0.1277,2.03405,0.133488,12.6489,4.63763,-0.202659,-6.45571,2.17773,-1.68934,2.31224,-2.40916,-0.105277,-3.35362,
0.1278,2.03531,0.133952,12.6449,4.64434,-0.203305,-6.46371,2.17796,-1.68959,2.31434,-2.41264,-0.105613,-3.35777,
0.1279,2.03658,0.134418,12.6409,4.65102,-0.203952,-6.47169,2.17819,-1.68983,2.31643,-2.41611,-0.105949,-3.36192,
0.128,2.03784,0.134883,12.6369,4.65768,-0.2046,-6.47964,2.17842,-1.69007,2.31851,-2.41958,-0.106286,-3.36605,
0.1281,2.0391,0.13535,12.6329,4.66432,-0.205249,-6.48757,2.17865,-1.69031,2.32058,-2.42303,-0.106623,-3.37016,
0.1282,2.04037,0.135817,12.6289,4.67094,-0.205898,-6.49546,2.17889,-1.69055,2.32264,-2.42646,-0.10696,-3.37427,
0.1283,2.04163,0.136285,12.625,4.67754,-0.206549,-6.50334,2.17912,-1.6908,2.32469,-2.42989,-0.107298,-3.37836,
0.1284,2.04289,0.136753,12.621,4.68411,-0.2072,-6.51118,2.17935,-1.69104,2.32673,-2.43331,-0.107636,-3.38243,
0.1285,2.04415,0.137222,12.6171,4.69066,-0.207852,-6.519,2.17958,-1.69128,2.32876,-2.43671,-0.107975,-3.38649,
0.1286,2.04541,0.137692,12.6132,4.69719,-0.208504,-6.52679,2.17982,-1.69153,2.33079,-2.4401,-0.108314,-3.39054,
0.1287,2.04667,0.138162,12.6094,4.7037,-0.209158,-6.53455,2.18005,-1.69177,2.3328,-2.44348,-0.108653,-3.39457,
0.1288,2.04793,0.138633,12.6055,4.71018,-0.209812,-6.54229,2.18028,-1.69202,2.3348,-2.44685,-0.108993,-3.39859,
0.1289,2.04919,0.139105,12.6017,4.71664,-0.210467,-6.55,2.18052,-1.69226,2.33679,-2.4502,-0.109334,-3.4026,
0.129,2.05045,0.139577,12.5979,4.72308,-0.211123,-6.55768,2.18075,-1.69251,2.33878,-2.45355,-0.109674,-3.40659,
0.1291,2.05171,0.14005,12.5941,4.72949,-0.211779,-6.56533,2.18098,-1.69275,2.34075,-2.45688,-0.110015,-3.41056,
0.1292,2.05297,0.140524,12.5903,4.73588,-0.212437,-6.57296,2.18122,-1.693,2.34271,-2.4602,-0.110357,-3.41452,
0.1293,2.05423,0.140998,12.5865,4.74225,-0.213095,-6.58056,2.18145,-1.69325,2.34467,-2.46351,-0.110699,-3.41847,
0.1294,2.05549,0.141473,12.5828,4.7486,-0.213754,-6.58813,2.18169,-1.69349,2.34661,-2.4668,-0.111041,-3.4224,
0.1295,2.05675,0.141948,12.5791,4.75492,-0.214413,-6.59567,2.18192,-1.69374,2.34854,-2.47009,-0.111383,-3.42632,
0.1296,2.05801,0.142424,12.5753,4.76122,-0.215073,-6.60319,2.18216,-1.69399,2.35047,-2.47336,-0.111726,-3.43023,
0.1297,2.05926,0.142901,12.5717,4.76749,-0.215735,-6.61067,2.18239,-1.69423,2.35238,-2.47662,-0.11207,-3.43412,
0.1298,2.06052,0.143378,12.568,4.77374,-0.216396,-6.61813,2.18263,-1.69448,2.35429,-2.47987,-0.112414,-3.43799,
0.1299,2.06178,0.143856,12.5643,4.77997,-0.217059,-6.62556,2.18286,-1.69473,2.35618,-2.4831,-0.112758,-3.44185,
0.13,2.06303,0.144335,12.5607,4.78617,-0.217722,-6.63297,2.1831,-1.69498,2.35807,-2.48632,-0.113102,-3.4457,
0.1301,2.06429,0.144814,12.5571,4.79235,-0.218386,-6.64034,2.18334,-1.69523,2.35995,-2.48953,-0.113447,-3.44953,
0.1302,2.06554,0.145294,12.5535,4.79851,-0.219051,-6.64769,2.18357,-1.69548,2.36181,-2.49273,-0.113793,-3.45334,
0.1303,2.0668,0.145775,12.5499,4.80464,-0.219717,-6.65501,2.18381,-1.69573,2.36367,-2.49592,-0.114138,-3.45715,
0.1304,2.06805,0.146256,12.5464,4.81074,-0.220383,-6.6623,2.18405,-1.69598,2.36551,-2.49909,-0.114485,-3.46093,
0.1305,2.06931,0.146737,12.5428,4.81683,-0.22105,-6.66956,2.18428,-1.69623,2.36735,-2.50225,-0.114831,-3.4647,
0.1306,2.07056,0.14722,12.5393,4.82289,-0.221717,-6.67679,2.18452,-1.69648,2.36918,-2.5054,-0.115178,-3.46846,
0.1307,2.07181,0.147703,12.5358,4.82892,-0.222386,-6.68399,2.18476,-1.69673,2.371,-2.50853,-0.115525,-3.4722,
0.1308,2.07307,0.148186,12.5324,4.83493,-0.223055,-6.69116,2.18499,-1.69698,2.3728,-2.51165,-0.115873,-3.47593,
0.1309,2.07432,0.14867,12.5289,4.84092,-0.223725,-6.69831,2.18523,-1.69723,2.3746,-2.51476,-0.116221,-3.47964,
0.131,2.07557,0.149155,12.5255,4.84688,-0.224395,-6.70542,2.18547,-1.69748,2.37639,-2.51786,-0.116569,-3.48334,
0.1311,2.07683,0.14964,12.522,4.85281,-0.225067,-6.71251,2.18571,-1.69774,2.37817,-2.52094,-0.116918,-3.48702,
0.1312,2.07808,0.150126,12.5186,4.85872,-0.225738,-6.71957,2.18594,-1.69799,2.37994,-2.52401,-0.117267,-3.49068,
0.1313,2.07933,0.150612,12.5152,4.86461,-0.226411,-6.72659,2.18618,-1.69824,2.38169,-2.52707,-0.117616,-3.49433,
0.1314,2.08058,0.1511,12.5119,4.87047,-0.227084,-6.73359,2.18642,-1.69849,2.38344,-2.53012,-0.117966,-3.49797,
0.1315,2.08183,0.151587,12.5085,4.87631,-0.227759,-6.74056,2.18666,-1.69875,2.38518,-2.53315,-0.118316,-3.50159,
0.1316,2.08308,0.152075,12.5052,4.88212,-0.228433,-6.7475,2.1869,-1.699,2.38691,-2.53617,-0.118667,-3.50519,
0.1317,2.08433,0.152564,12.5019,4.88791,-0.229109,-6.75441,2.18714,-1.69925,2.38863,-2.53917,-0.119018,-3.50878,
0.1318,2.08558,0.153054,12.4986,4.89367,-0.229785,-6.76129,2.18738,-1.69951,2.39034,-2.54216,-0.119369,-3.51236,
0.1319,2.08683,0.153543,12.4953,4.8994,-0.230462,-6.76813,2.18762,-1.69976,2.39204,-2.54514,-0.11972,-3.51591,
0.132,2.08808,0.154034,12.4921,4.90511,-0.231139,-6.77495,2.18785,-1.70002,2.39373,-2.54811,-0.120072,-3.51946,
0.1321,2.08933,0.154525,12.4888,4.9108,-0.231817,-6.78174,2.18809,-1.70027,2.39541,-2.55106,-0.120425,-3.52298,
0.1322,2.09058,0.155017,12.4856,4.91645,-0.232496,-6.7885,2.18833,-1.70053,2.39708,-2.554,-0.120777,-3.52649,
0.1323,2.09183,0.155509,12.4824,4.92209,-0.233176,-6.79523,2.18857,-1.70078,2.39874,-2.55693,-0.12113,-3.52999,
0.1324,2.09307,0.156002,12.4792,4.92769,-0.233856,-6.80193,2.18881,-1.70104,2.4004,-2.55984,-0.121484,-3.53347,
0.1325,2.09432,0.156495,12.4761,4.93328,-0.234537,-6.80859,2.18905,-1.7013,2.40204,-2.56274,-0.121837,-3.53693,
0.1326,2.09557,0.156989,12.4729,4.93883,-0.235218,-6.81523,2.18929,-1.70155,2.40367,-2.56563,-0.122191,-3.54038,
0.1327,2.09682,0.157483,12.4698,4.94436,-0.2359,-6.82184,2.18953,-1.70181,2.40529,-2.5685,-0.122546,-3.54381,
0.1328,2.09806,0.157978,12.4667,4.94986,-0.236583,-6.82841,2.18978,-1.70207,2.4069,-2.57136,-0.1229,-3.54723,
0.1329,2.09931,0.158474,12.4636,4.95534,-0.237267,-6.83496,2.19002,-1.70232,2.40851,-2.5742,-0.123255,-3.55063,
0.133,2.10055,0.15897,12.4606,4.96079,-0.237951,-6.84147,2.19026,-1.70258,2.4101,-2.57704,-0.123611,-3.55401,
0.1331,2.1018,0.159467,12.4575,4.96622,-0.238636,-6.84795,2.1905,-1.70284,2.41168,-2.57985,-0.123967,-3.55738,
0.1332,2.10305,0.159964,12.4545,4.97162,-0.239321,-6.8544,2.19074,-1.7031,2.41325,-2.58266,-0.124323,-3.56073,
0.1333,2.10429,0.160461,12.4515,4.97699,-0.240007,-6.86082,2.19098,-1.70336,2.41482,-2.58545,-0.124679,-3.56406,
0.1334,2.10554,0.16096,12.4485,4.98233,-0.240694,-6.86721,2.19122,-1.70362,2.41637,-2.58823,-0.125036,-3.56738,
0.1335,2.10678,0.161458,12.4455,4.98765,-0.241381,-6.87357,2.19146,-1.70387,2.41792,-2.59099,-0.125393,-3.57069,
0.1336,2.10802,0.161958,12.4426,4.99294,-0.242069,-6.87989,2.19171,-1.70413,2.41945,-2.59374,-0.12575,-3.57397,
0.1337,2.10927,0.162457,12.4396,4.99821,-0.242758,-6.88619,2.19195,-1.70439,2.42097,-2.59647,-0.126108,-3.57724,
0.1338,2.11051,0.162958,12.4367,5.00345,-0.243447,-6.89245,2.19219,-1.70465,2.42249,-2.59919,-0.126466,-3.58049,
0.1339,2.11176,0.163459,12.4338,5.00866,-0.244137,-6.89868,2.19243,-1.70491,2.42399,-2.6019,-0.126824,-3.58373,
0.134,2.113,0.16396,12.4309,5.01384,-0.244828,-6.90488,2.19268,-1.70517,2.42549,-2.60459,-0.127183,-3.58695,
0.1341,2.11424,0.164462,12.4281,5.019,-0.245519,-6.91105,2.19292,-1.70543,2.42697,-2.60727,-0.127542,-3.59016,
0.1342,2.11548,0.164964,12.4252,5.02413,-0.24621,-6.91718,2.19316,-1.7057,2.42845,-2.60994,-0.127902,-3.59334,
0.1343,2.11673,0.165467,12.4224,5.02923,-0.246903,-6.92329,2.1934,-1.70596,2.42992,-2.61259,-0.128261,-3.59651,
0.1344,2.11797,0.165971,12.4196,5.03431,-0.247596,-6.92936,2.19365,-1.70622,2.43137,-2.61523,-0.128621,-3.59967,
